Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
364808,19/11/2021,555,05/01/2024,Skipton Building Society,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,781
579046,05/06/2023,154,05/01/2024,Direct,Fiaz  Khalid,Fiaz  Khalid,Head Office,Conveyancing - Purchase,04/01/2024,Not Closed,Main Fees,,218
579688,06/06/2023,153,05/01/2024,Movin Legal,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,05/01/2024,Not Closed,Movin Legal,Movin Legal,217
583143,14/06/2023,147,05/01/2024,Conveyancing Plus ,Alice Francisco,Alice Francisco,Head Office,Conveyancing - Purchase,14/12/2023,Not Closed,Conveyancer Plus,Conveyancer Plus,209
586620,22/06/2023,141,05/01/2024,CAL Integration,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Sale,04/01/2024,Not Closed,Conveyancing Alliance,CAL,201
586621,22/06/2023,141,05/01/2024,CAL Integration,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Purchase,04/01/2024,Not Closed,Conveyancing Alliance,CAL,201
590828,05/07/2023,132,05/01/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,188
599258,26/07/2023,117,05/01/2024,CP Really Moving,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,N/A,Not Closed,Conveyancer Plus,Conveyancer Plus,167
601700,02/08/2023,112,05/01/2024,Legal Marketing Services,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,03/01/2024,Not Closed,LMS,LMS,160
617331,16/08/2023,102,05/01/2024,Direct,Amy  Sutton,Amy  Sutton,Head Office,Conveyancing - Sale,08/12/2023,Not Closed,Main Fees,,146
618914,21/08/2023,99,05/01/2024,Thornley Groves,George  Bokuchava,Krisella Lyons,Head Office,Conveyancing - Purchase,05/01/2024,Not Closed,Thornley Groves,Thornley Groves,141
620178,24/08/2023,96,05/01/2024,Conveyancing Plus ,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,N/A,Not Closed,Conveyancer Plus,CP Really Moving,138
621475,30/08/2023,92,05/01/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,132
622418,01/09/2023,90,05/01/2024,CP Really Moving,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,05/01/2024,Not Closed,Conveyancer Plus,CP Really Moving,130
