Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
567320,02/05/2023,198,02/02/2024,SortRefer,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Purchase,N/A,Not Closed,Main Fees,Conveyancing Plus ,280
591324,06/07/2023,151,02/02/2024,GOTO Group,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,02/02/2024,Not Closed,GOTO Group,GOTO Group,215
591414,06/07/2023,151,02/02/2024,ULS,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,215
593311,12/07/2023,147,02/02/2024,Legal Marketing Services,Charlotte Vining,Charlotte Vining,Head Office,Conveyancing - Purchase,02/02/2024,Not Closed,LMS,LMS,209
599025,25/07/2023,138,02/02/2024,Conveyancing Plus ,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,01/02/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,196
601885,02/08/2023,132,02/02/2024,Movin Legal,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,188
601931,02/08/2023,132,02/02/2024,Movin Legal,Cynthia Moyo,Cynthia Moyo,Head Office,Conveyancing - Purchase,30/01/2024,Not Closed,Movin Legal,Movin Legal,188
602608,04/08/2023,130,02/02/2024,LMS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,30/01/2024,Not Closed,LMS,LMS,186
603378,07/08/2023,129,02/02/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,183
616795,14/08/2023,124,02/02/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,176
617931,17/08/2023,121,02/02/2024,CP Really Moving,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,29/01/2024,Not Closed,Conveyancer Plus,CP Really Moving,173
621294,29/08/2023,113,02/02/2024,TM Connect,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law ,161
621409,30/08/2023,112,02/02/2024,United Legal Services,Amy  Sutton,Amy  Sutton,Head Office,Conveyancing - Purchase,02/02/2024,Not Closed,E Conveyancer ,BM,160
622655,01/09/2023,110,02/02/2024,Skipton Building Society ,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,158
622690,01/09/2023,110,02/02/2024,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,01/02/2024,Not Closed,Sort Refer,SortRefer,158
623330,05/09/2023,108,02/02/2024,United Legal Services,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,02/02/2024,Not Closed,BM ,BM,154
623332,05/09/2023,108,02/02/2024,United Legal Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,02/02/2024,Not Closed,BM ,BM,154
623834,06/09/2023,107,02/02/2024,Direct,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,29/01/2024,Not Closed,Main Fees,,153
625839,12/09/2023,103,02/02/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,147
626743,14/09/2023,101,02/02/2024,Value Conveyancer One,Amy  Sutton,Amy  Sutton,Head Office,Conveyancing - Purchase,02/02/2024,Not Closed,Best Quote Mortgages and Loans,,145
627938,19/09/2023,98,02/02/2024,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,140
628268,19/09/2023,98,02/02/2024,Direct,Nicolas Foy,Nicolas Foy,Head Office,Conveyancing - Sale,01/02/2024,Not Closed,Main Fees,,140
628540,20/09/2023,97,02/02/2024,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,29/01/2024,Not Closed,E Conveyancer ,ULS,139
629095,21/09/2023,96,02/02/2024,Direct,Nicolas Foy,Nicolas Foy,Head Office,Conveyancing - Purchase,26/01/2024,Not Closed,Main Fees,,138
631091,27/09/2023,92,02/02/2024,Direct,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,18/01/2024,Not Closed,Main Fees,,132
632226,29/09/2023,90,02/02/2024,E-Conveyancer,Alice Francisco,Alice Francisco,Head Office,Conveyancing - Purchase,02/02/2024,Not Closed,E Conveyancer ,ULS,130
648107,02/10/2023,89,02/02/2024,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer,127
649376,04/10/2023,87,02/02/2024,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,01/02/2024,Not Closed,Sort Refer,SortRefer,125
649619,04/10/2023,87,02/02/2024,Legal Marketing Services,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,02/02/2024,Not Closed,LMS,LMS,125
650503,06/10/2023,85,02/02/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,123
652422,12/10/2023,81,02/02/2024,Direct,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,02/02/2024,Not Closed,Main Fees,Conveyancing Plus ,117
652583,13/10/2023,80,02/02/2024,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,31/01/2024,Successfully,Sort Refer,SortRefer,116
652750,13/10/2023,80,02/02/2024,Thornley Groves,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,02/02/2024,Not Closed,Thornley Groves (City Centre),Thornley Groves,116
655903,23/10/2023,74,02/02/2024,Direct,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,09/01/2024,Not Closed,Main Fees,,106
656647,24/10/2023,73,02/02/2024,CP Really Moving,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,02/02/2024,Not Closed,Conveyancer Plus,CP Really Moving,105
657403,26/10/2023,71,02/02/2024,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,103
660381,02/11/2023,66,02/02/2024,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,01/02/2024,Not Closed,Sort Refer,SortRefer,96
661167,06/11/2023,64,02/02/2024,Panel: Local Conveyancing Quote,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,01/02/2024,Not Closed,LCQ,Local Conveyancing Quote,92
662419,09/11/2023,61,02/02/2024,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,29/01/2024,Not Closed,LMS,LMS,89
662878,10/11/2023,60,02/02/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,88
664096,14/11/2023,58,02/02/2024,Direct,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,29/01/2024,Not Closed,Main Fees,,84
664769,16/11/2023,56,02/02/2024,ReallyMoving Webhook,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Main Fees,,82
665880,20/11/2023,54,02/02/2024,BM,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,01/02/2024,Not Closed,E Conveyancer ,BM,78
665904,20/11/2023,54,02/02/2024,SortRefer,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Sort Refer,SortRefer,78
669449,29/11/2023,47,02/02/2024,Legal Marketing Services,Post Completion Team,Support 8,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,69
670424,04/12/2023,44,02/02/2024,ULS,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,64
671318,06/12/2023,42,02/02/2024,CAL Integration,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,62
