Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
540906,14/02/2023,181,25/10/2023,CAL Integration,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,25/10/2023,Not Closed,Conveyancing Alliance,CAL,255
565146,26/04/2023,130,25/10/2023,SortRefer,Post Completion Team,Ramya Wijewardana,Head Office,Conveyancing - Purchase,20/10/2023,Not Closed,Sort Refer,SortRefer,184
566972,02/05/2023,126,25/10/2023,ReallyMoving Webhook,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,25/10/2023,Not Closed,Really Moving ,ReallyMoving,178
571404,15/05/2023,117,25/10/2023,E-Conveyancer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,165
582753,13/06/2023,96,25/10/2023,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,25/10/2023,Not Closed,E Conveyancer ,ULS,136
585378,20/06/2023,91,25/10/2023,Movin Legal,Sophie Darlington,Sophie Darlington,Head Office,Conveyancing - Purchase,24/10/2023,Not Closed,Movin Legal,Movin Legal,129
589993,03/07/2023,82,25/10/2023,Pinkerton,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Pinkerton Financial Services,Pinkerton,116
590403,04/07/2023,81,25/10/2023,Skipton Building Society,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,115
590408,04/07/2023,81,25/10/2023,,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,115
597965,21/07/2023,68,25/10/2023,LMS,Post Completion Team,Sharia Murphy,Head Office,Conveyancing - Purchase,N/A,Not Closed,LMS,LMS,98
599853,27/07/2023,64,25/10/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,92
601689,02/08/2023,60,25/10/2023,Direct,Post Completion Team,Ramya Wijewardana,Head Office,Conveyancing - Purchase,N/A,Not Closed,Main Fees,,86
616517,14/08/2023,52,25/10/2023,BM,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,25/10/2023,Not Closed,E Conveyancer ,BM,74
617138,15/08/2023,51,25/10/2023,E-Conveyancer,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,20/10/2023,Not Closed,Main Fees,,73
623982,06/09/2023,35,25/10/2023,Conveyancing Plus ,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Purchase,24/10/2023,Not Closed,Conveyancer Plus,CP Really Moving,51
624427,07/09/2023,34,25/10/2023,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,50
624921,08/09/2023,33,25/10/2023,,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,49
628382,20/09/2023,25,25/10/2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,37
630756,27/09/2023,20,25/10/2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,30
