Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
490814,17/08/2022,333,27/11/2023,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,27/11/2023,Not Closed,LMS,LMS,469
538938,08/02/2023,208,27/11/2023,Movin Legal,Alice Francisco,Alice Francisco,Head Office,Conveyancing - Purchase,27/11/2023,Not Closed,Movin Legal,Movin Legal,294
541613,16/02/2023,202,27/11/2023,SortRefer,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,13/11/2023,Not Closed,Sort Refer,SortRefer,286
564282,24/04/2023,155,27/11/2023,Conveyancing Plus ,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,17/11/2023,Not Closed,Conveyancer Plus,Conveyancer Plus,219
566539,28/04/2023,151,27/11/2023,BM,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Purchase,N/A,Not Closed,BM ,BM,215
570475,11/05/2023,142,27/11/2023,Thornley Groves,salepostcompletion@lpropertylawyers.co.uk,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,23/11/2023,Not Closed,Thornley Groves,Thornley Groves,202
575234,23/05/2023,134,27/11/2023,Lifetime Legal,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,16/11/2023,Not Closed,Lifetime Legal,Lifetime Legal,190
581780,09/06/2023,121,27/11/2023,CAL Integration,Post Completion Team,Support 5,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,173
586473,22/06/2023,112,27/11/2023,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,27/11/2023,Not Closed,E Conveyancer ,ULS,160
590206,04/07/2023,104,27/11/2023,ULS,Keanan Harrison,Keanan Harrison,Head Office,Conveyancing - Sale,N/A,Not Closed,E Conveyancer ,ULS,148
590207,04/07/2023,104,27/11/2023,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,148
590336,04/07/2023,104,27/11/2023,ULS,Post Completion Team,Support 5,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,148
591463,06/07/2023,102,27/11/2023,Movin Legal,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,27/11/2023,Not Closed,Movin Legal,Movin Legal,146
602332,03/08/2023,82,27/11/2023,,Alice Francisco,Alice Francisco,Head Office,Conveyancing - Purchase,27/11/2023,Not Closed,Main Fees,,118
602423,03/08/2023,82,27/11/2023,Legal Marketing Services,Soh Sohail,Soh Sohail,Head Office,Conveyancing - Purchase,23/11/2023,Not Closed,LMS,LMS,118
604950,11/08/2023,76,27/11/2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,110
616631,14/08/2023,75,27/11/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,107
620386,24/08/2023,67,27/11/2023,Skipton Building Society,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,97
620758,25/08/2023,66,27/11/2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,96
621177,29/08/2023,64,27/11/2023,Movin Legal,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,22/11/2023,Not Closed,Movin Legal,Movin Legal,92
621446,30/08/2023,63,27/11/2023,United Legal Services,Amy  Sutton,Amy  Sutton,Head Office,Conveyancing - Purchase,23/11/2023,Not Closed,E Conveyancer ,BM,91
622455,01/09/2023,61,27/11/2023,Movin Legal,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,27/11/2023,Not Closed,Movin Legal,Movin Legal,89
622685,01/09/2023,61,27/11/2023,United Legal Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,24/11/2023,Not Closed,E Conveyancer ,BM,89
623585,05/09/2023,59,27/11/2023,United Legal Services,purchasepostcompletion@lpropertylawyers.co.uk,Outsource Post Completion,Head Office,Conveyancing - Purchase,27/11/2023,Not Closed,BM ,BM,85
627724,18/09/2023,50,27/11/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,72
630024,25/09/2023,45,27/11/2023,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,65
630267,26/09/2023,44,27/11/2023,E-Conveyancer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,24/11/2023,Not Closed,E Conveyancer ,ULS,64
631154,27/09/2023,43,27/11/2023,Skipton,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,63
649830,05/10/2023,37,27/11/2023,Legal Marketing Services,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,55
