Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
538109,06/02/2023,312,17/04/2024,Freehold,Direct,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,12/04/2024,Not Closed,Main Fees,,438
575542,24/05/2023,235,17/04/2024,Leasehold,Conveyancing Calculator Plugin,Charlotte Vining,Charlotte Vining,Head Office,Conveyancing - Sale,05/04/2024,Not Closed,Main Fees,,331
601044,31/07/2023,187,17/04/2024,Leasehold,Legal Marketing Services,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Sale,17/04/2024,Not Closed,LMS,LMS,263
601238,01/08/2023,186,17/04/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,11/04/2024,Not Closed,LMS,LMS,262
620098,24/08/2023,169,17/04/2024,Freehold,CP Really Moving,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,17/04/2024,Not Closed,Conveyancer Plus,CP Really Moving,239
651898,11/10/2023,135,17/04/2024,Freehold,Direct,salepostcompletion@lpropertylawyers.co.uk,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,15/04/2024,Not Closed,Main Fees,,191
651901,11/10/2023,135,17/04/2024,Leasehold,Direct,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,15/04/2024,Not Closed,Main Fees,,191
661638,07/11/2023,116,17/04/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/04/2024,Not Closed,LMS,LMS,164
666264,21/11/2023,106,17/04/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,05/04/2024,Not Closed,LMS,LMS,150
666278,21/11/2023,106,17/04/2024,Freehold,Legal Marketing Services,Keanan Harrison,Keanan Harrison,Head Office,Conveyancing - Sale,05/04/2024,Not Closed,LMS,LMS,150
668179,27/11/2023,102,17/04/2024,Leasehold,ULS,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Purchase,15/04/2024,Not Closed,E Conveyancer ,ULS,144
676274,02/01/2024,76,17/04/2024,Freehold,Direct,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/04/2024,Not Closed,Main Fees,,108
678243,09/01/2024,71,17/04/2024,Freehold,Conveyancing Plus ,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,17/04/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,101
682475,22/01/2024,62,17/04/2024,Freehold,SortRefer,Post Completion Team,Support 9,Head Office,Remortgage,N/A,On Hold,Sort Refer,SortRefer,88
682478,22/01/2024,62,17/04/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,15/04/0204,Not Closed,Main Fees,,88
693224,19/02/2024,42,17/04/2024,Freehold,Direct,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,17/04/2024,Not Closed,Main Fees,,60
714203,25/03/2024,17,17/04/2024,Freehold,Sort Refer,Post Completion Team,Support 9,Head Office,Remortgage,N/A,On Hold,Sort Refer,Sort Refer,25
