Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
539993,10/02/2023,237,09/01/2024,Conveyancing Calculator Plugin,Charlotte Vining,Charlotte Vining,Head Office,Conveyancing - Purchase,N/A,Not Closed,Main Fees,,335
584336,16/06/2023,147,09/01/2024,Clear Legal Services,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,08/01/2024,Not Closed,Clear Legal Solutions,,209
588064,27/06/2023,140,09/01/2024,ULS,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,09/01/2024,Not Closed,E Conveyancer ,ULS,198
588367,28/06/2023,139,09/01/2024,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,197
597981,21/07/2023,122,09/01/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,174
617174,15/08/2023,105,09/01/2024,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,149
621074,29/08/2023,95,09/01/2024,United Legal Services,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,08/01/2024,On Hold,E Conveyancer ,BM,135
624152,07/09/2023,88,09/01/2024,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,08/01/2024,Not Closed,Sort Refer,SortRefer,126
624287,07/09/2023,88,09/01/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,126
627544,18/09/2023,81,09/01/2024,Panel: More Financial,Post Completion Team,Sharia Murphy,Head Office,Conveyancing - Purchase,05/01/2024,Not Closed,More Financial,More Financial,115
630346,26/09/2023,75,09/01/2024,Direct,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,09/01/2024,Not Closed,Main Fees,,107
660091,02/11/2023,48,09/01/2024,TM Connect,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law ,70
661188,06/11/2023,46,09/01/2024,TM Connect,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law ,66
663192,10/11/2023,42,09/01/2024,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,62
664083,14/11/2023,40,09/01/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,58
665257,17/11/2023,37,09/01/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,55
666805,22/11/2023,34,09/01/2024,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,50
667460,23/11/2023,33,09/01/2024,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,49
