Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
563824,21/04/2023,209,08/02/2024,Conveyancing Plus ,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,07/02/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,297
597432,20/07/2023,145,08/02/2024,,salepostcompletion@lpropertylawyers.co.uk,Post Completion Team,Head Office,Conveyancing - Sale,21/12/2023,Not Closed,Main Fees,,207
602310,03/08/2023,135,08/02/2024,Conveyancing Plus ,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,06/02/2024,On Hold,Conveyancer Plus,Conveyancer Plus,193
627680,18/09/2023,103,08/02/2024,CAL Integration,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,26/01/2024,On Hold,Conveyancing Alliance,CAL,147
630536,26/09/2023,97,08/02/2024,Conveyancing Plus ,salepostcompletion@lpropertylawyers.co.uk,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,07/02/2024,Not Closed,Conveyancer Plus,CP Really Moving,139
648133,02/10/2023,93,08/02/2024,ULS,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,06/02/2024,On Hold,E Conveyancer ,ULS,133
648996,03/10/2023,92,08/02/2024,Conveyancing Calculator Plugin,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,18/01/2024,Not Closed,Main Fees,,132
650036,05/10/2023,90,08/02/2024,Conveyancing Plus ,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07/02/2024,Not Closed,Conveyancer Plus,,130
650262,06/10/2023,89,08/02/2024,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,08/02/2024,Not Closed,LMS,LMS,129
651078,09/10/2023,88,08/02/2024,Legal Marketing Services,Ume Anwar,Ume Anwar,Head Office,Conveyancing - Sale,02/02/2024,Not Closed,LMS,LMS,126
651079,09/10/2023,88,08/02/2024,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,02/02/2024,Not Closed,LMS,LMS,126
655941,23/10/2023,78,08/02/2024,SortRefer,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,05/02/2024,On Hold,Sort Refer,SortRefer,112
657460,26/10/2023,75,08/02/2024,Skipton,Post Completion Team,Support 8,Head Office,Remortgage,N/A,On Hold,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,109
662928,10/11/2023,64,08/02/2024,CAL Integration,Post Completion Team,Sharia Murphy,Head Office,Conveyancing - Purchase,N/A,Not Closed,Conveyancing Alliance,CAL,94
666548,21/11/2023,57,08/02/2024,SortRefer,Post Completion Team,Support 8,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,83
667259,23/11/2023,55,08/02/2024,Movin Legal,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,81
667724,24/11/2023,54,08/02/2024,CAL Integration,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,80
674074,15/12/2023,39,08/02/2024,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,59
674850,19/12/2023,37,08/02/2024,Movin Legal,Post Completion Team,Support 8,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,55
680587,16/01/2024,17,08/02/2024,Movin Legal,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,27
