Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
580030,06/06/2023,272,20/06/2024,Freehold,CAL Integration,Post Completion Team,Support 6,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,384
665766,20/11/2023,153,20/06/2024,Leasehold,Conveyancing Calculator Plugin,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,19/06/2024,Not Closed,Main Fees,,217
666346,21/11/2023,152,20/06/2024,Freehold,Direct,Post Completion Team,Janet Slattery,Head Office,Conveyancing - Purchase,20/06/2024,Not Closed,Main Fees,,216
671640,06/12/2023,141,20/06/2024,Leasehold,Thornley Groves,George  Bokuchava,George  Bokuchava,Head Office,Conveyancing - Sale,20/06/2024,Not Closed,Thornley Groves (City Centre),Thornley Groves,201
676070,27/12/2023,126,20/06/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,17/06/2024,Not Closed,Main Fees,,180
679657,12/01/2024,114,20/06/2024,Leasehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,20/06/2024,Not Closed,LMS,LMS,164
680825,17/01/2024,111,20/06/2024,Freehold,United Legal Services,Post Completion Team,Jason  Smith,Head Office,Conveyancing - Purchase,20/06/2024,Not Closed,BM ,,159
682431,22/01/2024,108,20/06/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,154
682433,22/01/2024,108,20/06/2024,Leasehold,ULS,Archive,Archive,Head Office,Conveyancing - Sale,N/A,Not Closed,E Conveyancer ,ULS,154
690103,09/02/2024,94,20/06/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,13/06/2024,Not Closed,LMS,LMS,136
694156,21/02/2024,86,20/06/2024,Leasehold,CP Really Moving,Post Completion Team,Angela Hall,Head Office,Conveyancing - Purchase,26/03/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,124
695561,23/02/2024,84,20/06/2024,Freehold,Movin Legal,Post Completion Team,Support 9,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,122
696746,27/02/2024,82,20/06/2024,Leasehold,Conveyancing Plus ,Archive,Archive,Head Office,Conveyancing - Sale,19/06/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,118
696748,27/02/2024,82,20/06/2024,Freehold,Conveyancing Plus ,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,19/06/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,118
696865,27/02/2024,82,20/06/2024,Freehold,ULS,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Sale,20/06/2024,Not Closed,E Conveyancer ,ULS,118
697218,28/02/2024,81,20/06/2024,Freehold,ULS,Soh Sohail,Soh Sohail,Head Office,Conveyancing - Purchase,18/06/2024,Not Closed,E Conveyancer ,ULS,117
700017,06/03/2024,76,20/06/2024,Leasehold,ULS,Charlie Wood,Charlie Wood,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,110
