Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days),Quill Reference
671063,05/12/2023,170,30/07/2024,Freehold,Legal Marketing Services,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,240,671063
673996,15/12/2023,162,30/07/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,30/07/2024,Not Closed,LMS,LMS,230,673996
680209,15/01/2024,141,30/07/2024,Leasehold,Thornley Groves,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,30/07/2024,Not Closed,Thornley Groves (City Centre),,199,680209
682136,19/01/2024,137,30/07/2024,Leasehold,Conveyancing Calculator Plugin,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,30/07/2024,Not Closed,Main Fees,,195,682136
682912,23/01/2024,135,30/07/2024,Freehold,Legal Marketing Services,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,19/07/2024,Not Closed,LMS,LMS,191,682912
690074,09/02/2024,122,30/07/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,174,690074
693088,19/02/2024,116,30/07/2024,Freehold,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,29/07/2024,Not Closed,Sort Refer,SortRefer,164,693088
696755,27/02/2024,110,30/07/2024,Leasehold,CP Really Moving,Charlotte Vining,Charlotte Vining,Head Office,Conveyancing - Sale,N/A,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,156,696755
701248,08/03/2024,102,30/07/2024,Leasehold,SortRefer,Luke  Warrior,Luke  Warrior,Head Office,Conveyancing - Purchase,29/07/2024,Not Closed,Sort Refer,SortRefer,146,701248
702401,12/03/2024,100,30/07/2024,Freehold,ULS,Soh Sohail,Soh Sohail,Head Office,Conveyancing - Purchase,30/07/2024,Not Closed,E Conveyancer ,ULS,142,702401
716478,02/04/2024,85,30/07/2024,Freehold,Movin Legal,Post Completion Team,Support 3,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,121,716478
716901,03/04/2024,84,30/07/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,23/07/2024,Not Closed,Main Fees,,120,716901
719026,08/04/2024,81,30/07/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 9,Head Office,Conveyancing - Purchase,26/07/2024,Not Closed,LMS,LMS,115,719026
719617,09/04/2024,80,30/07/2024,Freehold,CAL Integration,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,25/07/2024,Not Closed,Conveyancing Alliance,CAL,114,
719623,09/04/2024,80,30/07/2024,Freehold,CAL Integration,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,Conveyancing Alliance,CAL,114,
720559,11/04/2024,78,30/07/2024,Freehold,ULS,Soh Sohail,Soh Sohail,Head Office,Conveyancing - Purchase,29/07/2024,Not Closed,E Conveyancer ,ULS,112,720559
720921,12/04/2024,77,30/07/2024,Leasehold,Thornley Groves,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,30/07/2024,Not Closed,Thornley Groves (City Centre),Thornley Groves,111,720921
729341,22/04/2024,71,30/07/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,101,729341
731734,26/04/2024,67,30/07/2024,Freehold,Movin Legal,Post Completion Team,Support 3,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,97,731734
733511,01/05/2024,64,30/07/2024,Freehold,SortRefer,Alice Francisco,Alice Francisco,Head Office,Conveyancing - Purchase,26/07/2024,Not Closed,Sort Refer,SortRefer,92,
752927,08/05/2024,59,30/07/2024,Freehold,CAL Integration,Susan Burrell,Susan Burrell,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,85,
753087,08/05/2024,59,30/07/2024,Leasehold,Movin Legal,Post Completion Team,Support 3,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,85,
758444,21/05/2024,50,30/07/2024,Leasehold,SortRefer,Post Completion Team,Support 3,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,72,
761284,29/05/2024,44,30/07/2024,Freehold,CAL Integration,Post Completion Team,Support 3,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,64,761284
769539,18/06/2024,30,30/07/2024,Freehold,,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,24/07/2024,Not Closed,LMS,LMS,44,769539
847053,12/07/2024,12,30/07/2024,Freehold,Movin Legal,Post Completion Team,Support 3,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,20,847053
