Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
632228,29/09/2023,158,08/05/2024,Leasehold,E-Conveyancer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,07/05/2024,Not Closed,E Conveyancer ,ULS,224
655571,20/10/2023,143,08/05/2024,Freehold,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,203
660684,03/11/2023,133,08/05/2024,Freehold,CP Really Moving,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,08/05/2024,Not Closed,Best Quote Mortgages and Loans,,189
672944,12/12/2023,106,08/05/2024,Leasehold,Conveyancing Plus ,Sophie Darlington,Sophie Darlington,Head Office,Conveyancing - Purchase,03/05/2024,Not Closed,Conveyancer Plus,,150
680077,15/01/2024,82,08/05/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,116
683550,24/01/2024,75,08/05/2024,Leasehold,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,30/04/2024,Not Closed,E Conveyancer ,ULS,107
683552,24/01/2024,75,08/05/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,30/04/2024,Not Closed,E Conveyancer ,ULS,107
684126,25/01/2024,74,08/05/2024,Freehold,ULS,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,30/04/2024,Not Closed,E Conveyancer ,ULS,106
684128,25/01/2024,74,08/05/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,30/04/2024,Not Closed,E Conveyancer ,ULS,106
684130,25/01/2024,74,08/05/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,30/04/2024,Not Closed,E Conveyancer ,ULS,106
685732,30/01/2024,71,08/05/2024,Freehold,Value Conveyancer One,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Value Conveyancer One,Value Conveyancer,101
686817,01/02/2024,69,08/05/2024,Freehold,ULS,Soh Sohail,Soh Sohail,Head Office,Conveyancing - Purchase,07/05/2024,Not Closed,E Conveyancer ,ULS,99
689034,07/02/2024,65,08/05/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,93
691432,14/02/2024,60,08/05/2024,Leasehold,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,86
693284,19/02/2024,57,08/05/2024,Freehold,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,08/05/2024,Not Closed,Sort Refer,SortRefer,81
693968,20/02/2024,56,08/05/2024,Freehold,tmconnect,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage TOE (CDPL Limited)  ,Sequence re-mortgage TOE,80
696908,27/02/2024,51,08/05/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,73
696981,27/02/2024,51,08/05/2024,Freehold,Value Conveyancer One,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Value Conveyancer One,Value Conveyancer,73
698337,01/03/2024,48,08/05/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,70
699759,05/03/2024,46,08/05/2024,Freehold,Panel: Local Conveyancing Quote,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,03/05/2024,Not Closed,LCQ,Local Conveyancing Quote,66
701129,08/03/2024,43,08/05/2024,Freehold,Direct,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,07/05/2024,Not Closed,Main Fees,,63
702379,12/03/2024,41,08/05/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,59
712690,21/03/2024,34,08/05/2024,Leasehold,Skipton,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,50
715172,27/03/2024,30,08/05/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,44
718316,05/04/2024,23,08/05/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,35
