Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
565940,27-04-2023,162,11-12-2023,GOTO Group,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,01-12-2023,Not Closed,GOTO Group,GOTO Group,230
573310,18-05-2023,147,11-12-2023,,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,30-11-2023,Not Closed,E Conveyancer ,ULS,209
576948,30-05-2023,139,11-12-2023,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer,197
580675,07-06-2023,133,11-12-2023,Movin Legal,purchasepostcompletion@lpropertylawyers.co.uk,Post Completion Team,Head Office,Conveyancing - Purchase,N/A,Not Closed,Movin Legal,Movin Legal,189
587948,27-06-2023,119,11-12-2023,Lifetime Legal,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,11-12-2023,Not Closed,Lifetime Legal,Lifetime Legal,169
589025,29-06-2023,117,11-12-2023,Legal Marketing Services,purchasepostcompletion@lpropertylawyers.co.uk,Post Completion Team,Head Office,Conveyancing - Purchase,22-11-2023,Not Closed,LMS,LMS,167
592593,10-07-2023,110,11-12-2023,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,11-12-2023,Not Closed,Sort Refer,SortRefer,156
594286,14-07-2023,106,11-12-2023,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,24-11-2023,Not Closed,E Conveyancer ,ULS,152
597893,21-07-2023,101,11-12-2023,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,145
600322,28-07-2023,96,11-12-2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,138
600425,28-07-2023,96,11-12-2023,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,30-11-2023,Not Closed,E Conveyancer ,ULS,138
600953,31-07-2023,95,11-12-2023,ULS,Amy  Sutton,Amy  Sutton,Head Office,Conveyancing - Purchase,07-12-2023,Not Closed,E Conveyancer ,ULS,135
600958,31-07-2023,95,11-12-2023,ULS,Archive,Archive,Head Office,Conveyancing - Sale,07-12-2023,Not Closed,E Conveyancer ,ULS,135
603214,07-08-2023,90,11-12-2023,Direct,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Purchase,N/A,Not Closed,Main Fees,,128
603640,08-08-2023,89,11-12-2023,Conveyancing Plus ,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,01-12-2023,Not Closed,Conveyancer Plus,Conveyancer Plus,127
603887,08-08-2023,89,11-12-2023,Legal Marketing Services,purchasepostcompletion@lpropertylawyers.co.uk,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,06-12-2023,Not Closed,LMS,LMS,127
617040,15-08-2023,84,11-12-2023,Panel: Thornley Groves Swinton,Archive,Archive,Head Office,Conveyancing - Sale,11-12-2023,Not Closed,Thornley Groves (Swinton),Thornley Groves Swinton,120
618079,17-08-2023,82,11-12-2023,Legal Marketing Services,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,11-12-2023,Not Closed,LMS,LMS,118
618502,18-08-2023,81,11-12-2023,ULS,purchasepostcompletion@lpropertylawyers.co.uk,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,05-12-2023,Not Closed,E Conveyancer ,ULS,117
618504,18-08-2023,81,11-12-2023,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,07-12-2023,Not Closed,E Conveyancer ,ULS,117
