Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days),Quill Reference
676329,02/01/2024,165,20/08/2024,Leasehold,CP Really Moving,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Sale,19/08/2024,Not Closed,Conveyancer Plus,,233,676329
692554,16/02/2024,132,20/08/2024,Freehold,Legal Marketing Services,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,16/08/2024,Not Closed,LMS,LMS,188,692554
698070,29/02/2024,123,20/08/2024,Freehold,Legal Marketing Services,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,16/08/2024,Not Closed,LMS,LMS,175,698070
703144,14/03/2024,113,20/08/2024,Freehold,Legal Marketing Services,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,13/08/2024,Not Closed,LMS,LMS,161,703144
703153,14/03/2024,113,20/08/2024,Freehold,Legal Marketing Services,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,13/08/2024,Not Closed,LMS,LMS,161,703153
711389,18/03/2024,111,20/08/2024,Freehold,GOTO Group,Soh Sohail,Soh Sohail,Head Office,Conveyancing - Sale,20/08/2024,Not Closed,GOTO Group,GOTO Group,157,711389
711735,19/03/2024,110,20/08/2024,Freehold,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,20/08/2024,Not Closed,Sort Refer,SortRefer,156,711735
731264,25/04/2024,83,20/08/2024,Freehold,CAL Integration,Post Completion Team,Support 3,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,119,731264
753622,09/05/2024,73,20/08/2024,,CP Really Moving,Post Completion Team,Jason  Smith,Head Office,Conveyancing - Purchase,N/A,Not Closed,Main Fees,,105,
758404,21/05/2024,65,20/08/2024,Leasehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,93,758404
761742,30/05/2024,58,20/08/2024,Freehold,Legal Marketing Services,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,15/08/2024,Not Closed,LMS,LMS,84,761742
766931,11/06/2024,50,20/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,72,766931
767941,13/06/2024,48,20/08/2024,Freehold,Legal Marketing Services,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,70,767941
769809,18/06/2024,45,20/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,65,769809
843893,04/07/2024,33,20/08/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,49,843893
844512,06/07/2024,31,20/08/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,47,844512
