Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
570643,11-05-2023,154,13-12-2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,218
571229,12-05-2023,153,13-12-2023,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12-12-2023,Not Closed,LMS,LMS,217
581306,09-06-2023,133,13-12-2023,Movin Legal,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,N/A,Not Closed,Movin Legal,Movin Legal,189
581769,09-06-2023,133,13-12-2023,Panel: Thornley Groves Swinton,salepostcompletion@lpropertylawyers.co.uk,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,13-12-2023,Not Closed,Thornley Groves (Swinton),Thornley Groves Swinton,189
584232,16-06-2023,128,13-12-2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,182
585354,20-06-2023,126,13-12-2023,CAL Integration,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,13-12-2023,Not Closed,Conveyancing Alliance,CAL,178
585460,20-06-2023,126,13-12-2023,LMS,Gini Katirai,Gini Katirai,Head Office,Conveyancing - Purchase,13-12-2023,Not Closed,LMS,LMS,178
591426,06-07-2023,114,13-12-2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,162
602231,03-08-2023,94,13-12-2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,134
602581,04-08-2023,93,13-12-2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,133
603133,07-08-2023,92,13-12-2023,Really Moving,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,07-12-2023,Not Closed,Main Fees,Conveyancing Plus ,130
603137,07-08-2023,92,13-12-2023,Really Moving,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07-12-2023,Not Closed,Main Fees,Conveyancing Plus ,130
619973,23-08-2023,80,13-12-2023,Skipton,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,114
621267,29-08-2023,76,13-12-2023,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,06-12-2023,Not Closed,LMS,LMS,108
622413,01-09-2023,73,13-12-2023,SortRefer,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,13-12-2023,Not Closed,Sort Refer,SortRefer,105
623622,05-09-2023,71,13-12-2023,CAL Integration,Nicolas Foy,Nicolas Foy,Head Office,Conveyancing - Purchase,07-12-2023,Not Closed,Conveyancing Alliance,CAL,101
626049,13-09-2023,65,13-12-2023,Value Conveyancer One,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Value Conveyancer One,Value Conveyancer,93
627693,18-09-2023,62,13-12-2023,ULS,remopostcompletion@lpropertylawyers.co.uk,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,88
627765,18-09-2023,62,13-12-2023,SortRefer,Timothy Asemota,Timothy Asemota,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer,88
627872,19-09-2023,61,13-12-2023,ULS,purchasepostcompletion@lpropertylawyers.co.uk,Support 2,Head Office,Conveyancing - Purchase,06-12-2023,Not Closed,E Conveyancer ,ULS,87
628821,21-09-2023,59,13-12-2023,CP Really Moving,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,11-12-2023,Not Closed,Conveyancer Plus,,85
628825,21-09-2023,59,13-12-2023,CP Really Moving,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,11-12-2023,Not Closed,Conveyancer Plus,,85
630557,26-09-2023,56,13-12-2023,Direct,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LCQ YMD,Local Conveyancing Quote,80
649683,04-10-2023,50,13-12-2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,72
653536,16-10-2023,42,13-12-2023,Panel: Abacus Mortgages,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,21-11-2023,Not Closed,Abacus Mortgages ,Abacus Mortgages,60
