Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
588063,27/06/2023,137,04/01/2024,Movin Legal,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,14/12/2023,Not Closed,Movin Legal,Movin Legal,195
588068,27/06/2023,137,04/01/2024,Movin Legal,Post Completion Team,Sharia Murphy,Head Office,Conveyancing - Purchase,14/12/2023,Not Closed,Movin Legal,Movin Legal,195
591245,06/07/2023,130,04/01/2024,Skipton,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,186
591901,07/07/2023,129,04/01/2024,Sequence,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law ,185
592453,10/07/2023,128,04/01/2024,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,182
597039,19/07/2023,121,04/01/2024,,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,19/12/2023,Not Closed,LCQ,Local Conveyancing Quote,173
600963,31/07/2023,113,04/01/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,21/12/2023,Not Closed,E Conveyancer ,ULS,161
616689,14/08/2023,103,04/01/2024,ULS,Nicolas Foy,Nicolas Foy,Head Office,Conveyancing - Purchase,03/01/2024,Not Closed,E Conveyancer ,ULS,147
619021,21/08/2023,98,04/01/2024,SortRefer,Michael  Collins,Michael  Collins,Head Office,Conveyancing - Purchase,21/11/2023,Not Closed,Sort Refer,SortRefer,140
620574,25/08/2023,94,04/01/2024,SortRefer,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,20/12/2023,Not Closed,Sort Refer,SortRefer,136
620575,25/08/2023,94,04/01/2024,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,20/12/2023,Not Closed,Sort Refer,SortRefer,136
620957,29/08/2023,92,04/01/2024,United Legal Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,13/12/2023,Not Closed,E Conveyancer ,BM,132
621322,29/08/2023,92,04/01/2024,Skipton,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,132
623618,05/09/2023,87,04/01/2024,CAL Integration,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,03/01/2024,Not Closed,Conveyancing Alliance,CAL,125
623624,05/09/2023,87,04/01/2024,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,125
623704,06/09/2023,86,04/01/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,124
623823,06/09/2023,86,04/01/2024,Panel: Local Conveyancing Quote,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,19/12/2023,Not Closed,LCQ,Local Conveyancing Quote,124
625452,12/09/2023,82,04/01/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,118
627374,18/09/2023,78,04/01/2024,CP Really Moving,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,04/01/2023,Not Closed,Conveyancer Plus,,112
630028,25/09/2023,73,04/01/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,105
631590,28/09/2023,70,04/01/2024,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,27/12/2023,Not Closed,Sort Refer,SortRefer,102
649019,03/10/2023,67,04/01/2024,,Sonia Bains,Sonia Bains,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,97
649237,03/10/2023,67,04/01/2024,CAL Integration,Post Completion Team,Support 6,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,97
655563,20/10/2023,54,04/01/2024,ReallyMoving Webhook,purchasepostcompletion@lpropertylawyers.co.uk,Support 2,Head Office,Conveyancing - Purchase,20/12/2023,Not Closed,Really Moving ,ReallyMoving,80
657567,26/10/2023,50,04/01/2024,ReallyMoving Webhook,salepostcompletion@lpropertylawyers.co.uk,Post Completion Team,Head Office,Conveyancing - Sale,20/12/2023,Not Closed,Really Moving ,ReallyMoving,74
659844,01/11/2023,46,04/01/2024,Skipton Building Society,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,68
664382,15/11/2023,36,04/01/2024,Conveyancing Plus ,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,04/01/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,54
664608,15/11/2023,36,04/01/2024,Legal Marketing Services,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,54
664913,16/11/2023,35,04/01/2024,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,53
666232,21/11/2023,32,04/01/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,48
668384,27/11/2023,28,04/01/2024,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,42
