Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
660440,03/11/2023,158,12/06/2024,Freehold,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,12/06/2024,Not Closed,Sort Refer,SortRefer,224
676740,03/01/2024,115,12/06/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/06/2024,Not Closed,Main Fees,,163
676863,03/01/2024,115,12/06/2024,Freehold,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer,163
682826,23/01/2024,101,12/06/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,143
693372,19/02/2024,82,12/06/2024,Freehold,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,07/06/2024,Not Closed,Sort Refer,SortRefer,116
693481,19/02/2024,82,12/06/2024,Freehold,,George  Bokuchava,George  Bokuchava,Head Office,Conveyancing - Purchase,10/06/2024,Not Closed,Thornley Groves,,116
696854,27/02/2024,76,12/06/2024,Leasehold,,Luke  Warrior,Luke  Warrior,Head Office,Conveyancing - Purchase,12/06/2024,Not Closed,E Conveyancer ,ULS,108
700802,07/03/2024,69,12/06/2024,Leasehold,Thornley Groves,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,11/06/2024,Not Closed,Thornley Groves (City Centre),Thornley Groves,99
703192,14/03/2024,64,12/06/2024,Leasehold,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,12/06/2024,Not Closed,E Conveyancer ,ULS,92
703489,14/03/2024,64,12/06/2024,Freehold,Legal Marketing Services,Post Completion Team,Jason  Smith,Head Office,Conveyancing - Purchase,11/06/2024,Not Closed,LMS,LMS,92
712710,21/03/2024,59,12/06/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,05/06/2024,Not Closed,Main Fees,,85
716058,02/04/2024,51,12/06/2024,Freehold,ULS,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Purchase,12/06/2024,Not Closed,E Conveyancer ,ULS,73
722858,17/04/2024,40,12/06/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,58
729969,23/04/2024,36,12/06/2024,Freehold,TM Connect ,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law ,52
730571,24/04/2024,35,12/06/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,51
730971,25/04/2024,34,12/06/2024,Freehold,Legal Marketing Services,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,50
732106,29/04/2024,32,12/06/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,46
758491,21/05/2024,16,12/06/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,24
