Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
571082,12/05/2023,300,05/07/2024,Leasehold,CAL Integration,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,05/07/2024,Not Closed,Conveyancing Alliance,Conveyancing Alliance,424
667026,22/11/2023,162,05/07/2024,Leasehold,Conveyancing Alliance,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Sale,21/06/2024,Not Closed,Conveyancing Alliance,CAL,230
667700,24/11/2023,160,05/07/2024,Freehold,CP Really Moving,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,05/07/2024,Not Closed,Conveyancer Plus,CP Really Moving,228
678040,08/01/2024,129,05/07/2024,Leasehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,11/06/2024,Not Closed,E Conveyancer ,ULS,183
680118,15/01/2024,124,05/07/2024,Freehold,CAL Integration,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,25/06/2024,Not Closed,Conveyancing Alliance,CAL,176
681152,17/01/2024,122,05/07/2024,Leasehold,ULS,Charlotte Vining,Charlotte Vining,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,174
682919,23/01/2024,118,05/07/2024,Leasehold,Legal Marketing Services,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,05/07/2024,Not Closed,LMS,LMS,168
683115,23/01/2024,118,05/07/2024,Leasehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,02/07/2024,Not Closed,E Conveyancer ,ULS,168
683459,24/01/2024,117,05/07/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,04/07/2024,Not Closed,LMS,LMS,167
685880,30/01/2024,113,05/07/2024,Freehold,Movin Legal,Charlie Wood,Charlie Wood,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,161
687248,02/02/2024,110,05/07/2024,Leasehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,14/06/2024,Not Closed,E Conveyancer ,ULS,158
688540,06/02/2024,108,05/07/2024,Leasehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,01/07/2024,Not Closed,E Conveyancer ,ULS,154
690611,12/02/2024,104,05/07/2024,Freehold,CP Really Moving,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,05/07/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,148
691234,13/02/2024,103,05/07/2024,Freehold,ULS,Timothy Asemota,Timothy Asemota,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,147
692807,16/02/2024,100,05/07/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,144
696259,26/02/2024,94,05/07/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,04/07/2024,Not Closed,Main Fees,,134
697397,28/02/2024,92,05/07/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,05/07/2024,Not Closed,E Conveyancer ,ULS,132
697399,28/02/2024,92,05/07/2024,Freehold,,Luke  Warrior,Luke  Warrior,Head Office,Conveyancing - Purchase,04/07/2024,Not Closed,E Conveyancer ,ULS,132
698885,04/03/2024,89,05/07/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,25/06/2024,Not Closed,LMS,LMS,127
699291,05/03/2024,88,05/07/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,03/07/2024,Not Closed,E Conveyancer ,ULS,126
699577,05/03/2024,88,05/07/2024,Freehold,Legal Marketing Services,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,N/A,Not Closed,LMS,LMS,126
699615,05/03/2024,88,05/07/2024,Freehold,CP Really Moving,Danielle Baxter,Danielle Baxter,Head Office,Conveyancing - Purchase,03/07/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,126
699851,06/03/2024,87,05/07/2024,Leasehold,Panel: 168 Mortgage Ltd,Charlotte Vining,Charlotte Vining,Head Office,Conveyancing - Purchase,N/A,Not Closed,168 Mortgage Ltd,168 Mortgage Ltd,125
700341,07/03/2024,86,05/07/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,124
700797,07/03/2024,86,05/07/2024,Freehold,Legal Marketing Services,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,28/06/2024,Not Closed,LMS,LMS,124
701806,11/03/2024,84,05/07/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,04/07/2024,Not Closed,Main Fees,,120
702884,13/03/2024,82,05/07/2024,Freehold,CP Really Moving,Julie Bird,Julie Bird,Head Office,Conveyancing - Sale,N/A,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,118
703226,14/03/2024,81,05/07/2024,Leasehold,Conveyancing Calculator Plugin,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,13/06/2024,Not Closed,Main Fees,,117
703228,14/03/2024,81,05/07/2024,Freehold,,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,13/06/2024,Not Closed,Main Fees,,117
711162,18/03/2024,79,05/07/2024,Leasehold,Panel: Alexander Ross Mortgages,Amy  Sutton,Amy  Sutton,Head Office,Conveyancing - Purchase,03/07/2024,Not Closed,Alexander Ross Mortgages,Alexander Ross Mortgages,113
711446,18/03/2024,79,05/07/2024,Freehold,ULS,Post Completion Team,Jason  Smith,Head Office,Conveyancing - Purchase,01/07/2024,Not Closed,E Conveyancer ,ULS,113
713275,22/03/2024,75,05/07/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,02/07/2024,Not Closed,E Conveyancer ,ULS,109
714721,26/03/2024,73,05/07/2024,Freehold,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,01/07/2024,Not Closed,E Conveyancer ,ULS,105
715672,28/03/2024,71,05/07/2024,Freehold,Direct,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Sale,01/07/2024,Not Closed,Main Fees,,103
715676,28/03/2024,71,05/07/2024,Freehold,Direct,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,01/07/2024,Not Closed,Main Fees,,103
716251,02/04/2024,68,05/07/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,98
716366,02/04/2024,68,05/07/2024,Leasehold,,Post Completion Team,Jason  Smith,Head Office,Conveyancing - Purchase,01/07/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,98
718869,08/04/2024,64,05/07/2024,Freehold,Legal Marketing Services,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,N/A,Not Closed,LMS,LMS,92
718930,08/04/2024,64,05/07/2024,Freehold,CP Really Moving,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,05/07/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,92
719007,08/04/2024,64,05/07/2024,Leasehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,05/07/2024,Not Closed,LMS,LMS,92
719554,09/04/2024,63,05/07/2024,Freehold,ULS,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Purchase,04/07/2024,Not Closed,E Conveyancer ,ULS,91
719563,09/04/2024,63,05/07/2024,Freehold,ULS,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Sale,04/07/2024,Not Closed,E Conveyancer ,ULS,91
720350,11/04/2024,61,05/07/2024,Freehold,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,04/07/2024,Not Closed,E Conveyancer ,ULS,89
720354,11/04/2024,61,05/07/2024,Freehold,ULS,Eleanor  Ng,Eleanor  Ng,Head Office,Conveyancing - Purchase,03/07/2024,Not Closed,E Conveyancer ,ULS,89
721519,15/04/2024,59,05/07/2024,Freehold,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,03/07/2024,Not Closed,E Conveyancer ,ULS,85
721523,15/04/2024,59,05/07/2024,Freehold,ULS,Post Completion Team,Angela Hall,Head Office,Conveyancing - Purchase,03/05/2024,Not Closed,E Conveyancer ,ULS,85
722523,16/04/2024,58,05/07/2024,Freehold,Legal Marketing Services,Post Completion Team,Jason  Smith,Head Office,Conveyancing - Purchase,03/07/2024,Not Closed,LMS,LMS,84
723389,18/04/2024,56,05/07/2024,Freehold,ULS,Post Completion Team,Support 9,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,82
723977,19/04/2024,55,05/07/2024,Leasehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,N/A,Not Closed,LMS,LMS,81
730506,24/04/2024,52,05/07/2024,Freehold,LMS,Post Completion Team,Post Completion Team,Head Office,Conveyancing - Sale,03/07/2024,Not Closed,LMS,LMS,76
731866,26/04/2024,50,05/07/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,02/07/2024,Not Closed,LMS,LMS,74
732721,30/04/2024,48,05/07/2024,Freehold,SortRefer,Post Completion Team,Support 9,Head Office,Remortgage,N/A,On Hold,Sort Refer,SortRefer,70
733009,30/04/2024,48,05/07/2024,Freehold,SortRefer,Post Completion Team,Support 9,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,70
750969,02/05/2024,46,05/07/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,20/06/2024,Not Closed,E Conveyancer ,ULS,68
751171,02/05/2024,46,05/07/2024,Freehold,ULS,Post Completion Team,Jason  Smith,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,68
751179,02/05/2024,46,05/07/2024,Freehold,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,05/07/2024,Not Closed,E Conveyancer ,ULS,68
759286,23/05/2024,31,05/07/2024,Leasehold,Movin Legal,Post Completion Team,Support 9,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,47
760399,25/05/2024,29,05/07/2024,Freehold,Movin Legal,Post Completion Team,Support 9,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,45
760679,28/05/2024,28,05/07/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,02/07/2024,Not Closed,LMS,LMS,42
762122,30/05/2024,26,05/07/2024,Freehold,CAL Integration,Post Completion Team,Support 9,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,40
763854,04/06/2024,23,05/07/2024,Freehold,Movin Legal,Post Completion Team,Support 9,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,35
768562,14/06/2024,15,05/07/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 9,Head Office,Remortgage,N/A,On Hold,LMS,LMS,25
773566,27/06/2024,6,05/07/2024,Freehold,CAL Integration,Archive,Archive,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,12
