Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
561896,18/04/2023,211,07/02/2024,ReallyMoving Webhook,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,07/02/2024,Not Closed,Really Moving ,ReallyMoving,297
577268,30/05/2023,181,07/02/2024,Lifetime Legal,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,01/02/2024,Successfully,Lifetime Legal,Lifetime Legal,255
577840,31/05/2023,180,07/02/2024,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,24/01/2024,Not Closed,E Conveyancer ,ULS,254
593700,12/07/2023,150,07/02/2024,,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,212
596988,19/07/2023,145,07/02/2024,Skipton,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,205
603248,07/08/2023,132,07/02/2024,United Legal Services,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,31/01/2024,Not Closed,E Conveyancer ,,186
603530,08/08/2023,131,07/02/2024,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07/02/2024,Not Closed,Sort Refer,SortRefer,185
616533,14/08/2023,127,07/02/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07/02/2024,Not Closed,E Conveyancer ,ULS,179
620557,25/08/2023,118,07/02/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,168
620772,25/08/2023,118,07/02/2024,CP Really Moving,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,17/01/2024,Not Closed,Conveyancer Plus,CP Really Moving,168
622906,04/09/2023,112,07/02/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,06/02/2024,Not Closed,E Conveyancer ,ULS,158
623005,04/09/2023,112,07/02/2024,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,158
623557,05/09/2023,111,07/02/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,06/02/2024,Not Closed,E Conveyancer ,ULS,157
624548,07/09/2023,109,07/02/2024,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,31/01/2024,Not Closed,Main Fees,Conveyancing Plus ,155
624960,08/09/2023,108,07/02/2024,Skipton Building Society,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,154
626167,13/09/2023,105,07/02/2024,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,31/01/2024,Not Closed,E Conveyancer ,ULS,149
631399,28/09/2023,94,07/02/2024,Conveyancing Plus ,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,05/02/2024,Not Closed,Conveyancer Plus,CP Really Moving,134
631823,29/09/2023,93,07/02/2024,Panel: Local Conveyancing Quote,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LCQ TRB,Local Conveyancing Quote,133
649526,04/10/2023,90,07/02/2024,Conveyancing Calculator Plugin,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,05/02/2024,Not Closed,Main Fees,,128
655199,19/10/2023,79,07/02/2024,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,07/02/2024,Not Closed,Sort Refer,SortRefer,113
656899,25/10/2023,75,07/02/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,02/02/2024,Not Closed,E Conveyancer ,ULS,107
657734,27/10/2023,73,07/02/2024,Skipton Building Society,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,105
663681,13/11/2023,62,07/02/2024,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,05/02/2024,Not Closed,Sort Refer,SortRefer,88
668803,28/11/2023,51,07/02/2024,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,73
669807,30/11/2023,49,07/02/2024,CP Really Moving,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,N/A,Not Closed,Conveyancer Plus,CP Really Moving,71
670238,01/12/2023,48,07/02/2024,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,70
671223,05/12/2023,46,07/02/2024,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,66
680718,16/01/2024,16,07/02/2024,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,24
