Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
556201,30/03/2023,311,07/06/2024,Leasehold,ReallyMoving Webhook,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,23/05/2024,Not Closed,Really Moving ,ReallyMoving,439
577719,31/05/2023,267,07/06/2024,Leasehold,Direct,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,05/06/2024,Not Closed,Main Fees,Conveyancing Plus ,377
601341,01/08/2023,223,07/06/2024,Leasehold,United Legal Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07/06/2024,Not Closed,E Conveyancer ,BM,315
622176,31/08/2023,201,07/06/2024,Freehold,Direct,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,07/06/2024,Not Closed,Main Fees,,285
648099,02/10/2023,179,07/06/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07/06/2024,Not Closed,LMS,LMS,253
652968,13/10/2023,170,07/06/2024,Leasehold,United Legal Services,Post Completion Team,Angela Hall,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,BM,242
657071,25/10/2023,162,07/06/2024,Freehold,Conveyancing Plus ,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,07/06/2024,Not Closed,Conveyancer Plus,,230
667764,24/11/2023,140,07/06/2024,Freehold,CP Really Moving,Ume Anwar,Ume Anwar,Head Office,Conveyancing - Sale,07/06/2024,Not Closed,Conveyancer Plus,CP Really Moving,200
668557,28/11/2023,138,07/06/2024,Freehold,E-Conveyancer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07/06/2024,Not Closed,E Conveyancer ,ULS,196
680838,17/01/2024,102,07/06/2024,Leasehold,CAL Integration,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,07/06/2024,Not Closed,Conveyancing Alliance,CAL,146
682038,19/01/2024,100,07/06/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,04/06/2024,Not Closed,E Conveyancer ,ULS,144
682041,19/01/2024,100,07/06/2024,Leasehold,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,04/06/2024,Not Closed,E Conveyancer ,ULS,144
685853,30/01/2024,93,07/06/2024,Freehold,Legal Marketing Services,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,06/06/2024,Not Closed,LMS,LMS,133
686067,31/01/2024,92,07/06/2024,Freehold,ULS,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,07/06/2024,Not Closed,E Conveyancer ,ULS,132
687291,02/02/2024,90,07/06/2024,Leasehold,CAL Integration,Sophie Darlington,Sophie Darlington,Head Office,Conveyancing - Sale,06/06/2024,Not Closed,Conveyancing Alliance,CAL,130
687293,02/02/2024,90,07/06/2024,Freehold,CAL Integration,Sophie Darlington,Sophie Darlington,Head Office,Conveyancing - Purchase,06/06/2024,Not Closed,Conveyancing Alliance,CAL,130
