Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days),Quill Reference
675868,22/12/2023,173,21/08/2024,Leasehold,,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,Conveyancing Alliance,CAL,245,675868
686786,01/02/2024,144,21/08/2024,Leasehold,ULS,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,21/08/2024,Not Closed,E Conveyancer ,ULS,204,686786
692640,16/02/2024,133,21/08/2024,Freehold,Movin Legal,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,19/08/2024,Not Closed,Movin Legal,Movin Legal,189,692640
694975,22/02/2024,129,21/08/2024,Freehold,Direct,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,21/08/2024,On Hold,Main Fees,,183,694975
696474,26/02/2024,127,21/08/2024,Leasehold,CAL Integration,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,14/08/2024,Not Closed,Conveyancing Alliance,CAL,179,696474
696476,26/02/2024,127,21/08/2024,Freehold,CAL Integration,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,14/08/2024,Not Closed,Conveyancing Alliance,CAL,179,696476
702365,12/03/2024,116,21/08/2024,Freehold,SortRefer,Post Completion Team,Support 3,Head Office,Remortgage,N/A,On Hold,Sort Refer,SortRefer,164,
713616,22/03/2024,108,21/08/2024,Leasehold,SortRefer,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,09/08/2024,Not Closed,Sort Refer,SortRefer,154,713616
715786,28/03/2024,104,21/08/2024,Freehold,Legal Marketing Services,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,20/08/2024,Not Closed,LMS,LMS,148,
719235,09/04/2024,96,21/08/2024,Freehold,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,20/08/2024,Not Closed,Sort Refer,SortRefer,136,719235
729356,22/04/2024,87,21/08/2024,Leasehold,SortRefer,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,20/08/2024,Not Closed,Sort Refer,SortRefer,123,729356
730792,25/04/2024,84,21/08/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,21/08/2024,Not Closed,LMS,LMS,120,730792
733154,30/04/2024,81,21/08/2024,Freehold,Thornley Groves,George  Bokuchava,George  Bokuchava,Head Office,Conveyancing - Purchase,20/08/2024,Not Closed,Thornley Groves,Thornley Groves,115,733154
733624,01/05/2024,80,21/08/2024,Leasehold,ULS,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,20/08/2024,On Hold,E Conveyancer ,ULS,114,
756404,16/05/2024,69,21/08/2024,Freehold,CAL Integration,Post Completion Team,Support 3,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,99,756404
759542,23/05/2024,64,21/08/2024,Leasehold,Legal Marketing Services,Post Completion Team,Support 3,Head Office,Remortgage,N/A,On Hold,LMS,LMS,92,759542
767508,12/06/2024,50,21/08/2024,Leasehold,Direct,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Purchase,21/08/2024,Not Closed,Main Fees,,72,767508
772450,25/06/2024,41,21/08/2024,Freehold,ULS,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,21/08/2024,Not Closed,E Conveyancer ,ULS,59,772450
845764,10/07/2024,30,21/08/2024,Freehold,CAL Integration,Post Completion Team,Support 9,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,44,845764
856127,25/07/2024,19,21/08/2024,Freehold,,Post Completion Team,Support 9,Head Office,Remortgage,N/A,On Hold,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,29,856127
857466,29/07/2024,17,21/08/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 9,Head Office,Remortgage,N/A,On Hold,LMS,LMS,25,857466
