Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
570782,12/05/2023,260,10/05/2024,Leasehold,E-Conveyancer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,10/05/2024,Not Closed,E Conveyancer ,ULS,368
575548,24/05/2023,252,10/05/2024,Freehold,Movin Legal,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,10/05/2024,Not Closed,Movin Legal,Movin Legal,356
575557,24/05/2023,252,10/05/2024,Freehold,Movin Legal,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,10/05/2024,Not Closed,Movin Legal,Movin Legal,356
578862,02/06/2023,245,10/05/2024,Freehold,Legal Marketing Services,Nicolas Foy,Nicolas Foy,Head Office,Conveyancing - Purchase,07/05/2024,Not Closed,LMS,LMS,347
588577,28/06/2023,227,10/05/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/04/2024,Not Closed,E Conveyancer ,ULS,321
598463,24/07/2023,209,10/05/2024,Freehold,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,10/05/2024,Not Closed,E Conveyancer ,ULS,295
630868,27/09/2023,162,10/05/2024,Leasehold,Conveyancing Plus ,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,10/05/2024,Not Closed,Conveyancer Plus,CP Really Moving,230
658503,27/10/2023,140,10/05/2024,Leasehold,Thornley Groves,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,09/05/2024,Not Closed,Thornley Groves (City Centre),Thornley Groves,200
658758,30/10/2023,139,10/05/2024,Freehold,Panel: Poole Family Financial,George  Bokuchava,Krisella Lyons,Head Office,Conveyancing - Purchase,08/05/2024,Not Closed,Poole Family Financial,Poole Family Financial,197
659928,01/11/2023,137,10/05/2024,Leasehold,Thornley Groves,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,10/05/2024,Not Closed,Thornley Groves (City Centre),Thornley Groves,195
667094,23/11/2023,121,10/05/2024,Leasehold,Direct,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,09/05/2024,Not Closed,Main Fees,,173
667324,23/11/2023,121,10/05/2024,Freehold,ULS,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,10/05/2024,Not Closed,E Conveyancer ,ULS,173
667328,23/11/2023,121,10/05/2024,Freehold,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,173
671198,05/12/2023,113,10/05/2024,Leasehold,CP Really Moving,Alice Francisco,Alice Francisco,Head Office,Conveyancing - Purchase,10/05/2024,Not Closed,Conveyancer Plus,CP Really Moving,161
676073,27/12/2023,97,10/05/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,10/05/2024,Not Closed,LMS,LMS,139
676740,03/01/2024,92,10/05/2024,Freehold,Conveyancing Calculator Plugin,Mark Grundy,Mark Grundy,Head Office,Conveyancing - Purchase,N/A,Not Closed,Main Fees,,132
677268,04/01/2024,91,10/05/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,04/04/2024,Not Closed,E Conveyancer ,ULS,131
677482,05/01/2024,90,10/05/2024,Freehold,SortRefer,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,11/03/2024,Not Closed,Main Fees,,130
679927,15/01/2024,84,10/05/2024,Freehold,CP Really Moving,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,09/05/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,120
679931,15/01/2024,84,10/05/2024,Freehold,CP Really Moving,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,09/05/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,120
681381,18/01/2024,81,10/05/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,30/04/2024,Not Closed,Main Fees,,117
681460,18/01/2024,81,10/05/2024,Leasehold,United Legal Services,Sophie Darlington,Sophie Darlington,Head Office,Conveyancing - Purchase,10/05/2024,Not Closed,BM ,BM,117
686846,01/02/2024,71,10/05/2024,Freehold,United Legal Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,10/05/2024,Not Closed,BM ,BM,103
686854,01/02/2024,71,10/05/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,103
687108,02/02/2024,70,10/05/2024,Freehold,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,09/05/2024,Not Closed,E Conveyancer ,ULS,102
687110,02/02/2024,70,10/05/2024,Freehold,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,09/05/2024,Not Closed,E Conveyancer ,ULS,102
690890,13/02/2024,63,10/05/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,09/05/2024,Not Closed,LMS,LMS,91
692644,16/02/2024,60,10/05/2024,Freehold,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,88
692954,19/02/2024,59,10/05/2024,Leasehold,Conveyancing Calculator Plugin,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,24/04/2024,Not Closed,Main Fees,,85
694173,21/02/2024,57,10/05/2024,Freehold,Home Legal Services,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,09/05/2024,Not Closed,Main Fees,,83
696943,27/02/2024,53,10/05/2024,Freehold,Direct,Timothy Asemota,Timothy Asemota,Head Office,Conveyancing - Sale,10/05/2024,Not Closed,Main Fees,,77
699720,05/03/2024,48,10/05/2024,Freehold,SortRefer,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Purchase,10/05/2024,Not Closed,Sort Refer,SortRefer,70
700059,06/03/2024,47,10/05/2024,Freehold,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,03/05/2024,Not Closed,E Conveyancer ,ULS,69
701930,11/03/2024,44,10/05/2024,Leasehold,CAL Integration,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,10/04/2024,Not Closed,Conveyancing Alliance,CAL,64
703733,15/03/2024,40,10/05/2024,Leasehold,TM Connect,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage LEASEHOLD (CDPL Limited) ,Sequence Leasehold Remortgage CDPL,60
711999,19/03/2024,38,10/05/2024,Freehold,,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,10/05/2024,Not Closed,Main Fees,,56
713016,21/03/2024,36,10/05/2024,Freehold,Panel: Poole Family Financial,George  Bokuchava,George  Bokuchava,Head Office,Conveyancing - Purchase,03/05/2024,Not Closed,Poole Family Financial,Poole Family Financial,54
