Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days),Quill Reference
597863,21/07/2023,272,06/08/2024,Freehold,,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,01/08/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,384,597863
688788,07/02/2024,129,06/08/2024,Freehold,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,23/07/2024,Not Closed,Sort Refer,SortRefer,183,688788
691207,13/02/2024,125,06/08/2024,Freehold,Conveyancing Plus ,Julie Bird,Support 2,Head Office,Conveyancing - Purchase,01/08/2024,Not Closed,Nicholls and Barnes ,Nicholls and Barnes,177,691207
697723,29/02/2024,113,06/08/2024,Leasehold,Conveyancing Calculator Plugin,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,05/08/2024,Not Closed,Main Fees,,161,697723
697925,29/02/2024,113,06/08/2024,Leasehold,Movin Legal,Daniel Gardner,Daniel Gardner,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,161,697925
699347,05/03/2024,110,06/08/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,156,699347
702155,12/03/2024,105,06/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,149,702155
711455,18/03/2024,101,06/08/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,02/08/2024,Not Closed,E Conveyancer ,ULS,143,711455
711456,18/03/2024,101,06/08/2024,Freehold,ULS,Post Completion Team,Post Completion Team,Head Office,Conveyancing - Sale,02/08/2024,Not Closed,E Conveyancer ,ULS,143,711456
717216,03/04/2024,89,06/08/2024,Freehold,Legal Marketing Services,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,06/08/2024,Not Closed,LMS,LMS,127,717216
718557,08/04/2024,86,06/08/2024,Freehold,Movin Legal,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,19/07/2024,Not Closed,Movin Legal,Movin Legal,122,718557
718566,08/04/2024,86,06/08/2024,Freehold,Movin Legal,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,19/07/2024,Not Closed,Movin Legal,Movin Legal,122,718566
728915,22/04/2024,76,06/08/2024,Leasehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,31/07/2024,Not Closed,LMS,LMS,108,728915
752955,08/05/2024,64,06/08/2024,Leasehold,CAL Integration,Alice Francisco,Alice Francisco,Head Office,Conveyancing - Sale,06/08/2024,Not Closed,Conveyancing Alliance,CAL,92,
756455,16/05/2024,58,06/08/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,84,756455
760047,24/05/2024,52,06/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,76,760047
770085,19/06/2024,34,06/08/2024,Freehold,SortRefer,Post Completion Team,Support 3,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,50,770085
772328,25/06/2024,30,06/08/2024,Freehold,SortRefer,Post Completion Team,Support 3,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,44,772328
773100,26/06/2024,29,06/08/2024,Freehold,Panel: Local Conveyancing Quote,Post Completion Team,Support 3,Head Office,Remortgage,N/A,Not Closed,LCQ,Local Conveyancing Quote,43,
845688,10/07/2024,19,06/08/2024,Freehold,SortRefer,Post Completion Team,Support 3,Head Office,Remortgage,N/A,On Hold,Sort Refer,SortRefer,29,845688
853108,17/07/2024,14,06/08/2024,Freehold,SortRefer,Post Completion Team,Support 3,Head Office,Remortgage,N/A,On Hold,Sort Refer,SortRefer,22,853108
853979,19/07/2024,12,06/08/2024,Freehold,Movin Legal,Post Completion Team,Support 3,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,20,853979
