Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
571811,15/05/2023,207,28/02/2024,Leasehold,Legal Marketing Services,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,28/02/2024,Not Closed,LMS,LMS,291
578067,01/06/2023,194,28/02/2024,Freehold,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,28/02/2024,Successfully,E Conveyancer ,ULS,274
586377,22/06/2023,179,28/02/2024,Freehold,GOTO Group,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,28/02/2024,Not Closed,GOTO Group,GOTO Group,253
592168,10/07/2023,167,28/02/2024,Freehold,Direct,Charleigh Mollins,Charleigh Mollins,Head Office,Conveyancing - Purchase,23/02/2024,Not Closed,Main Fees,,235
602447,03/08/2023,149,28/02/2024,Freehold,Conveyancing Plus ,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,22/02/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,211
625810,12/09/2023,121,28/02/2024,Freehold,My Legal Club Non Members,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,My Legal Club Non Members,My Legal Club Non Members,171
626771,14/09/2023,119,28/02/2024,Freehold,SortRefer,Ume Anwar,Ume Anwar,Head Office,Conveyancing - Purchase,23/02/2024,Not Closed,Sort Refer,SortRefer,169
627382,18/09/2023,117,28/02/2024,Freehold,ULS,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,23/02/2024,On Hold,E Conveyancer ,ULS,165
648160,02/10/2023,107,28/02/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,21/02/2024,Not Closed,E Conveyancer ,ULS,151
654148,17/10/2023,96,28/02/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,28/02/2024,Not Closed,E Conveyancer ,ULS,136
655533,20/10/2023,93,28/02/2024,Leasehold,Direct,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Purchase,22/02/2024,Not Closed,Main Fees,Conveyancing Plus ,133
657455,26/10/2023,89,28/02/2024,Freehold,Movin Legal,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,127
658917,30/10/2023,87,28/02/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,26/02/2024,Not Closed,E Conveyancer ,ULS,123
659591,01/11/2023,85,28/02/2024,Freehold,Sort Refer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,27/02/2024,Not Closed,Sort Refer,SortRefer,121
659600,01/11/2023,85,28/02/2024,Freehold,Sort Refer,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,27/02/2024,Not Closed,Sort Refer,SortRefer,121
662570,09/11/2023,79,28/02/2024,Leasehold,ULS,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,113
666988,22/11/2023,70,28/02/2024,Leasehold,CP Really Moving,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,27/02/2024,Not Closed,Conveyancer Plus,,100
669906,30/11/2023,64,28/02/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,92
670341,01/12/2023,63,28/02/2024,Freehold,Panel: Abacus Mortgages,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,27/02/2024,Not Closed,Main Fees,,91
670483,04/12/2023,62,28/02/2024,Freehold,CAL Integration,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,88
671307,06/12/2023,60,28/02/2024,Freehold,Movin Legal,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,21/02/2024,Not Closed,Movin Legal,Movin Legal,86
673857,14/12/2023,54,28/02/2024,Leasehold,Direct,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,28/02/2024,Not Closed,Main Fees,,78
674029,15/12/2023,53,28/02/2024,Leasehold,CP Really Moving,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Purchase,19/02/2024,Not Closed,Conveyancer Plus,CP Really Moving,77
685869,30/01/2024,21,28/02/2024,Freehold,Movin Legal,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,31
691464,14/02/2024,10,28/02/2024,Freehold,CAL Integration,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,16
