Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
562842,19/04/2023,239,19/03/2024,Leasehold,United Legal Services,Sophie Darlington,Sophie Darlington,Head Office,Conveyancing - Purchase,N/A,Not Closed,BM ,BM,337
569147,09/05/2023,225,19/03/2024,Leasehold,Direct,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,19/03/2024,Not Closed,Main Fees,,317
592963,11/07/2023,180,19/03/2024,Leasehold,ULS,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,254
602342,03/08/2023,163,19/03/2024,Leasehold,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,231
629502,22/09/2023,127,19/03/2024,Freehold,Legal Marketing Services,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,LMS,LMS,181
660945,06/11/2023,96,19/03/2024,Leasehold,CAL Integration,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,19/03/2024,Not Closed,Conveyancing Alliance,CAL,136
670306,01/12/2023,77,19/03/2024,Freehold,ULS,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,,111
673303,13/12/2023,69,19/03/2024,Leasehold,Panel: Local Conveyancing Quote,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,14/03/2024,Not Closed,LCQ,Local Conveyancing Quote,99
680222,15/01/2024,46,19/03/2024,Freehold,Conveyancing Plus ,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,15/03/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,66
684232,25/01/2024,38,19/03/2024,Leasehold,SortRefer,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Sort Refer,SortRefer,56
686890,01/02/2024,33,19/03/2024,Freehold,Panel: Abacus Mortgages,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,19/03/2024,Not Closed,Abacus Mortgages ,Abacus Mortgages,49
687932,05/02/2024,31,19/03/2024,Freehold,Panel: Abacus Mortgages,salepostcompletion@lpropertylawyers.co.uk,Post Completion Team,Head Office,Conveyancing - Sale,N/A,Not Closed,Abacus Mortgages ,Abacus Mortgages,45
695401,23/02/2024,17,19/03/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,27
697991,29/02/2024,13,19/03/2024,Leasehold,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,21
