Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
621003,29/08/2023,134,04/03/2024,Freehold,United Legal Services,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,04/03/2024,Not Closed,E Conveyancer ,BM,189
622649,01/09/2023,131,04/03/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,29/02/2024,Not Closed,E Conveyancer ,ULS,186
622651,01/09/2023,131,04/03/2024,Leasehold,ULS,Archive,Archive,Head Office,Conveyancing - Sale,29/02/2024,Not Closed,E Conveyancer ,ULS,186
625728,12/09/2023,124,04/03/2024,Freehold,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,175
628064,19/09/2023,119,04/03/2024,Freehold,Legal Marketing Services,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,168
629150,21/09/2023,117,04/03/2024,Freehold,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,166
629769,25/09/2023,115,04/03/2024,Freehold,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,162
648415,02/10/2023,110,04/03/2024,Leasehold,Legal Marketing Services,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,04/03/2024,Not Closed,LMS,LMS,155
651074,09/10/2023,105,04/03/2024,Freehold,Legal Marketing Services,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,N/A,Not Closed,LMS,LMS,148
652684,13/10/2023,101,04/03/2024,Leasehold,Conveyancing Plus ,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,29/02/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,144
653582,16/10/2023,100,04/03/2024,Freehold,Panel: Local Conveyancing Quote,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LCQ TRB,Local Conveyancing Quote,141
660550,03/11/2023,86,04/03/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,123
