Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
621205,29/08/2023,147,21/03/2024,Leasehold,SortRefer,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,N/A,Not Closed,Sort Refer,SortRefer,209
624506,07/09/2023,140,21/03/2024,Leasehold,SortRefer,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Purchase,13/03/2024,Not Closed,Sort Refer,SortRefer,200
651308,10/10/2023,117,21/03/2024,Leasehold,CP Really Moving,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,21/03/2024,Not Closed,Conveyancer Plus,CP Really Moving,167
656911,25/10/2023,106,21/03/2024,Freehold,Direct,Kadie Pickering,Kadie Pickering,Head Office,Conveyancing - Sale,08/03/2024,Not Closed,Main Fees,,152
658406,27/10/2023,104,21/03/2024,Leasehold,ULS,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Purchase,21/03/2024,Not Closed,E Conveyancer ,ULS,150
664053,14/11/2023,92,21/03/2024,Freehold,CP Really Moving,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,21/03/2024,Not Closed,Conveyancer Plus,CP Really Moving,132
664922,16/11/2023,90,21/03/2024,Freehold,ULS,Post Completion Team,Sharia Murphy,Head Office,Conveyancing - Purchase,21/03/2024,Not Closed,E Conveyancer ,ULS,130
665133,16/11/2023,90,21/03/2024,Freehold,CP Really Moving,Clare Miller,Clare Miller,Head Office,Conveyancing - Purchase,21/03/2024,Not Closed,Conveyancer Plus,CP Really Moving,130
665504,17/11/2023,89,21/03/2024,Leasehold,United Legal Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,20/03/2024,Not Closed,E Conveyancer ,BM,129
666290,21/11/2023,87,21/03/2024,Leasehold,Conveyancing Plus ,Post Completion Team,Janet Slattery,Head Office,Conveyancing - Purchase,21/03/2024,Not Closed,Conveyancer Plus,,125
666447,21/11/2023,87,21/03/2024,Freehold,Legal Marketing Services,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,11/03/2024,On Hold,LMS,LMS,125
673018,12/12/2023,72,21/03/2024,Freehold,Value Conveyancer One,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,N/A,Not Closed,Value Conveyancer One,Value Conveyancer,104
676270,02/01/2024,57,21/03/2024,Leasehold,CAL Integration,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,83
676424,02/01/2024,57,21/03/2024,Freehold,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,83
677027,04/01/2024,55,21/03/2024,Freehold,Thornley Groves,salepostcompletion@lpropertylawyers.co.uk,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,21/03/2024,Not Closed,Thornley Groves,,81
677260,04/01/2024,55,21/03/2024,Freehold,Legal Marketing Services,Amy  Sutton,Amy  Sutton,Head Office,Conveyancing - Purchase,21/03/2024,Not Closed,LMS,LMS,81
681026,17/01/2024,46,21/03/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,20/03/2024,Not Closed,E Conveyancer ,ULS,68
682662,22/01/2024,43,21/03/2024,Freehold,United Legal Services,Danielle Baxter,Danielle Baxter,Head Office,Conveyancing - Purchase,12/03/2024,Not Closed,BM ,BM,63
683084,23/01/2024,42,21/03/2024,Freehold,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer,62
693956,20/02/2024,22,21/03/2024,Freehold,Movin Legal,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,34
