Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
620920,29/08/2023,142,14/03/2024,Freehold,United Legal Services,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,N/A,Not Closed,E Conveyancer ,BM,202
620923,29/08/2023,142,14/03/2024,Freehold,United Legal Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,BM,202
623811,06/09/2023,136,14/03/2024,Freehold,CAL Integration,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,04/03/2024,On Hold,Conveyancing Alliance,CAL,194
631277,28/09/2023,120,14/03/2024,Freehold,Broker Conveyancing,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,172
652504,12/10/2023,110,14/03/2024,Leasehold,Thornley Groves,George  Bokuchava,Krisella Lyons,Head Office,Conveyancing - Purchase,14/03/2024,Not Closed,Thornley Groves (City Centre),Thornley Groves,158
655353,20/10/2023,104,14/03/2024,Freehold,Thornley Groves,George  Bokuchava,Krisella Lyons,Head Office,Remortgage,N/A,Not Closed,Thornley Groves,Thornley Groves,150
662788,10/11/2023,89,14/03/2024,Freehold,Movin Legal,Johnathon  Wright,Johnathon  Wright,Head Office,Conveyancing - Purchase,N/A,Not Closed,Movin Legal,Movin Legal,129
666283,21/11/2023,82,14/03/2024,Freehold,Legal Marketing Services,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,N/A,Not Closed,LMS,LMS,118
669329,29/11/2023,76,14/03/2024,Freehold,CAL Integration,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,07/03/2024,Not Closed,Conveyancing Alliance,CAL,110
675684,21/12/2023,60,14/03/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07/03/2024,Not Closed,LMS,LMS,88
677418,05/01/2024,49,14/03/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,73
678014,08/01/2024,48,14/03/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,70
681859,19/01/2024,39,14/03/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,59
682836,23/01/2024,37,14/03/2024,Leasehold,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,55
688194,06/02/2024,27,14/03/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,41
688935,07/02/2024,26,14/03/2024,Freehold,TM Connect ,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law ,40
689564,08/02/2024,25,14/03/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,39
690111,09/02/2024,24,14/03/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,38
