Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days),Quill Reference
602211,03/08/2023,255,25/07/2024,Leasehold,SortRefer,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,25/07/2024,Not Closed,Sort Refer,SortRefer,361,602211
671326,06/12/2023,166,25/07/2024,Freehold,ULS,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,24/07/2024,Not Closed,E Conveyancer ,ULS,236,671326
681367,18/01/2024,135,25/07/2024,Leasehold,SortRefer,Clare Miller,Clare Miller,Head Office,Conveyancing - Purchase,24/07/2024,Not Closed,Sort Refer,SortRefer,193,681367
682566,22/01/2024,133,25/07/2024,Leasehold,CP Really Moving,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,22/07/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,189,682566
689583,08/02/2024,120,25/07/2024,Leasehold,United Legal Services,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,22/07/2024,Not Closed,E Conveyancer ,BM,172,689583
696427,26/02/2024,108,25/07/2024,Freehold,Legal Marketing Services,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,N/A,Not Closed,LMS,LMS,154,696427
699339,05/03/2024,102,25/07/2024,Freehold,Thornley Groves,George  Bokuchava,George  Bokuchava,Head Office,Conveyancing - Purchase,24/07/2024,Not Closed,Thornley Groves,Thornley Groves,146,699339
699341,05/03/2024,102,25/07/2024,Freehold,Thornley Groves,George  Bokuchava,George  Bokuchava,Head Office,Conveyancing - Sale,24/07/2024,Not Closed,Thornley Groves,Thornley Groves,146,699341
699405,05/03/2024,102,25/07/2024,Leasehold,Conveyancing Calculator Plugin,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,10/07/2024,Not Closed,Main Fees,,146,699405
700187,06/03/2024,101,25/07/2024,Freehold,Movin Legal,Post Completion Team,Support 6,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,145,
701565,11/03/2024,98,25/07/2024,Leasehold,SortRefer,Post Completion Team,Angela Hall,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer,140,701565
711952,19/03/2024,92,25/07/2024,Freehold,SortRefer,Post Completion Team,Jason  Smith,Head Office,Conveyancing - Purchase,19/07/2024,Not Closed,Sort Refer,SortRefer,132,711952
713963,25/03/2024,88,25/07/2024,Freehold,Movin Legal,Cynthia Moyo,Cynthia Moyo,Head Office,Conveyancing - Sale,25/07/2024,Not Closed,Movin Legal,Movin Legal,126,713963
714993,27/03/2024,86,25/07/2024,,Direct,Post Completion Team,Janet Slattery,Head Office,Conveyancing - Purchase,24/07/2024,Not Closed,Main Fees,,124,714993
715689,28/03/2024,85,25/07/2024,Leasehold,CP Really Moving,Michael  Collins,Michael  Collins,Head Office,Conveyancing - Purchase,23/07/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,123,715689
716378,02/04/2024,82,25/07/2024,Freehold,CP Really Moving,Post Completion Team,Archive,Head Office,Conveyancing - Sale,24/07/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,118,716378
716380,02/04/2024,82,25/07/2024,Freehold,CP Really Moving,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,24/07/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,118,716380
717456,04/04/2024,80,25/07/2024,Freehold,Direct,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,N/A,Not Closed,Main Fees,,116,717456
717932,05/04/2024,79,25/07/2024,Leasehold,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,24/07/2024,Not Closed,Sort Refer,SortRefer,115,717932
719678,09/04/2024,77,25/07/2024,Freehold,CP Really Moving,Cynthia Moyo,Cynthia Moyo,Head Office,Conveyancing - Purchase,N/A,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,111,719678
721465,15/04/2024,73,25/07/2024,Leasehold,Movin Legal,Post Completion Team,Support 6,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,105,721465
722124,16/04/2024,72,25/07/2024,Freehold,ULS,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,18/07/2024,Not Closed,E Conveyancer ,ULS,104,722124
723045,17/04/2024,71,25/07/2024,Freehold,ULS,Gemma Calcott,Gemma Calcott,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,103,
723106,17/04/2024,71,25/07/2024,Leasehold,SortRefer,Simona Ralyte,Simona Ralyte,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,Sort Refer,SortRefer,103,723106
723397,18/04/2024,70,25/07/2024,Leasehold,ULS,Post Completion Team,Janet Slattery,Head Office,Conveyancing - Purchase,05/07/2024,Not Closed,E Conveyancer ,ULS,102,
730904,25/04/2024,65,25/07/2024,Freehold,Direct,Michael  Collins,Michael  Collins,Head Office,Conveyancing - Sale,21/06/2024,Not Closed,Main Fees,,95,730904
730907,25/04/2024,65,25/07/2024,Freehold,Direct,Michael  Collins,Michael  Collins,Head Office,Conveyancing - Purchase,21/06/2024,Not Closed,Main Fees,,95,730907
731716,26/04/2024,64,25/07/2024,Freehold,Direct,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,Main Fees,,94,731716
752704,08/05/2024,56,25/07/2024,Freehold,ULS,Cynthia Moyo,Cynthia Moyo,Head Office,Conveyancing - Sale,N/A,Not Closed,E Conveyancer ,ULS,82,
752712,08/05/2024,56,25/07/2024,Freehold,ULS,Cynthia Moyo,Cynthia Moyo,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,82,
753568,09/05/2024,55,25/07/2024,Freehold,ULS,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,24/07/2024,Not Closed,E Conveyancer ,ULS,81,753568
757849,20/05/2024,48,25/07/2024,Freehold,TM Connect ,Post Completion Team,Support 6,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law ,70,
758909,22/05/2024,46,25/07/2024,Freehold,ULS,Post Completion Team,Support 3,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,68,758909
762410,31/05/2024,39,25/07/2024,Leasehold,Skipton ,Post Completion Team,Support 6,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,59,762410
766585,11/06/2024,32,25/07/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 3,Head Office,Remortgage,N/A,On Hold,LMS,LMS,48,766585
770944,20/06/2024,25,25/07/2024,Leasehold,Movin Legal,Post Completion Team,Support 3,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,39,770944
