Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
536199,31/01/2023,210,21/11/2023,Legal Marketing Services,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,296
578951,02/06/2023,122,21/11/2023,Legal Marketing Services,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,13/11/2023,Not Closed,LMS,LMS,174
579150,05/06/2023,121,21/11/2023,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,13/11/2023,Not Closed,LMS,LMS,171
587427,26/06/2023,106,21/11/2023,ULS,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,20/11/2023,Not Closed,E Conveyancer ,ULS,150
589222,30/06/2023,102,21/11/2023,Conveyancing Plus ,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,15/11/2023,Not Closed,Conveyancer Plus,Conveyancer Plus,146
593041,11/07/2023,95,21/11/2023,CAL Integration,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,15/11/2023,Not Closed,Conveyancing Alliance,CAL,135
594186,13/07/2023,93,21/11/2023,Skipton,Post Completion Team,Support 5,Head Office,Remortgage,N/A,On Hold,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,133
594482,14/07/2023,92,21/11/2023,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,15/11/2023,Not Closed,E Conveyancer ,ULS,132
598231,24/07/2023,86,21/11/2023,BM,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,15/11/2023,Not Closed,BM ,BM,122
599349,26/07/2023,84,21/11/2023,Conveyancing Calculator Plugin,Cynthia Moyo,Cynthia Moyo,Head Office,Conveyancing - Sale,16/11/2023,Not Closed,Main Fees,,120
599351,26/07/2023,84,21/11/2023,Conveyancing Calculator Plugin,purchasepostcompletion@lpropertylawyers.co.uk,Sharia Murphy,Head Office,Conveyancing - Purchase,16/11/2023,Not Closed,Main Fees,,120
599675,27/07/2023,83,21/11/2023,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,16/11/2023,Not Closed,LMS,LMS,119
617963,17/08/2023,68,21/11/2023,ULS,Post Completion Team,Support 5,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,98
625862,12/09/2023,50,21/11/2023,Direct,Keanan Harrison,Keanan Harrison,Head Office,Conveyancing - Purchase,N/A,Not Closed,Main Fees,,72
626536,14/09/2023,48,21/11/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,70
650595,06/10/2023,32,21/11/2023,Fix My Legals,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Fix My Legals - Cashback Remortgage,Fix My Legals,48
656592,24/10/2023,20,21/11/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,30
