Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
622708,01/09/2023,183,15/05/2024,Leasehold,Thornley Groves,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,14/05/2024,Not Closed,Thornley Groves (City Centre),Thornley Groves,259
650784,09/10/2023,157,15/05/2024,Freehold,Conveyancing Plus ,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,10/04/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,221
655541,20/10/2023,148,15/05/2024,Freehold,Sequence Leasehold Remortgage CDPL,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage STANDARD (CDPL Limited) ,,210
661575,07/11/2023,136,15/05/2024,Leasehold,ULS,Post Completion Team,Jason  Smith,Head Office,Conveyancing - Purchase,15/05/2024,Not Closed,E Conveyancer ,ULS,192
667301,23/11/2023,124,15/05/2024,Leasehold,United Legal Services,Alice Francisco,Alice Francisco,Head Office,Conveyancing - Purchase,13/05/2024,Not Closed,E Conveyancer ,BM,176
668554,28/11/2023,121,15/05/2024,Leasehold,Conveyancing Calculator Plugin,Nicolas Foy,Nicolas Foy,Head Office,Conveyancing - Purchase,09/05/2024,Not Closed,Main Fees,,171
669459,29/11/2023,120,15/05/2024,Freehold,ULS,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,13/05/2024,Not Closed,E Conveyancer ,ULS,170
671896,07/12/2023,114,15/05/2024,Freehold,CAL Integration,Post Completion Team,Support 9,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,162
673812,14/12/2023,109,15/05/2024,Freehold,Legal Marketing Services,Post Completion Team,Jason  Smith,Head Office,Conveyancing - Purchase,10/05/2024,Not Closed,LMS,LMS,155
674414,18/12/2023,107,15/05/2024,Freehold,Legal Marketing Services,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,10/05/2024,Not Closed,LMS,LMS,151
681310,18/01/2024,84,15/05/2024,Freehold,ULS,Post Completion Team,Jason  Smith,Head Office,Conveyancing - Purchase,15/05/2024,Not Closed,E Conveyancer ,ULS,120
681642,18/01/2024,84,15/05/2024,Leasehold,Direct,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,15/05/2024,Not Closed,Main Fees,,120
682706,22/01/2024,82,15/05/2024,Leasehold,Conveyancing Plus ,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,10/05/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,116
685175,29/01/2024,77,15/05/2024,Freehold,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,15/05/2024,Not Closed,Sort Refer,SortRefer,109
686577,01/02/2024,74,15/05/2024,Freehold,CAL Integration,Daniel Gardner,Daniel Gardner,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,106
687880,05/02/2024,72,15/05/2024,Freehold,ULS,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,09/05/2024,Not Closed,E Conveyancer ,ULS,102
689179,07/02/2024,70,15/05/2024,Leasehold,Legal Marketing Services,Simona Ralyte,Simona Ralyte,Head Office,Conveyancing - Purchase,10/05/2024,Not Closed,LMS,LMS,100
689897,09/02/2024,68,15/05/2024,Leasehold,CAL Integration,Post Completion Team,Support 9,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,98
691886,14/02/2024,65,15/05/2024,Freehold,,Luke  Warrior,Luke  Warrior,Head Office,Conveyancing - Purchase,13/05/2024,Not Closed,E Conveyancer ,ULS,93
696345,26/02/2024,57,15/05/2024,Freehold,Sequence Leasehold Remortgage CDPL,Clare Miller,Clare Miller,Head Office,Conveyancing - Purchase,14/05/2024,Not Closed,Sequence re-mortgage LEASEHOLD (CDPL Limited) ,Sequence Leasehold Remortgage CDPL,81
697969,29/02/2024,54,15/05/2024,Freehold,ULS,Susan Burrell,Susan Burrell,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,78
703970,15/03/2024,43,15/05/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,63
711509,18/03/2024,42,15/05/2024,Leasehold,Thornley Groves,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,15/05/2024,Not Closed,Thornley Groves (City Centre),Thornley Groves,60
718855,08/04/2024,27,15/05/2024,Freehold,Legal Marketing Services,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,39
719088,08/04/2024,27,15/05/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,39
719672,09/04/2024,26,15/05/2024,Freehold,Conveyancing Plus ,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,15/05/2024,Not Closed,Main Fees,,38
723649,18/04/2024,19,15/05/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,29
