Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
544490,24/02/2023,232,16/01/2024,CAL Integration,Post Completion Team,Support 8,Head Office,Remortgage,N/A,On Hold,LCQ,Local Conveyancing Quote,328
585499,20/06/2023,150,16/01/2024,United Legal Services,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,16/01/2024,Not Closed,E Conveyancer ,,212
585688,21/06/2023,149,16/01/2024,CAL Integration,Post Completion Team,Support 8,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,211
597377,20/07/2023,128,16/01/2024,United Legal Services,Charlotte Vining,Charlotte Vining,Head Office,Conveyancing - Purchase,N/A,Not Closed,BM ,BM,182
597927,21/07/2023,127,16/01/2024,Skipton,Post Completion Team,Support 8,Head Office,Remortgage,N/A,On Hold,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,181
618375,18/08/2023,107,16/01/2024,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,10/01/2024,Not Closed,E Conveyancer ,ULS,153
622650,01/09/2023,97,16/01/2024,Skipton Building Society,Post Completion Team,Support 8,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,139
660460,03/11/2023,52,16/01/2024,Direct,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Main Fees,,76
661972,08/11/2023,49,16/01/2024,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,71
664174,14/11/2023,45,16/01/2024,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,65
664605,15/11/2023,44,16/01/2024,Kent Reliance ,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Kent Reliance Ltd Co BTL Panel FF,Kent Reliance Ltd Co BTL Panel FF,64
664847,16/11/2023,43,16/01/2024,CP Really Moving,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,16/01/2024,Not Closed,Conveyancer Plus,CP Really Moving,63
665777,20/11/2023,41,16/01/2024,Direct,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Main Fees,,59
670333,01/12/2023,32,16/01/2024,Legal Marketing Services,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,48
672076,08/12/2023,27,16/01/2024,CAL Integration,Post Completion Team,Support 8,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,41
673080,12/12/2023,25,16/01/2024,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,37
673525,13/12/2023,24,16/01/2024,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,36
