Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
558883,06/04/2023,153,07/11/2023,ReallyMoving Webhook,Johnathon  Wright,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,Really Moving ,ReallyMoving,217
563272,20/04/2023,143,07/11/2023,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,07/11/2023,Not Closed,E Conveyancer ,ULS,203
575627,24/05/2023,119,07/11/2023,TM Connect,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law ,169
575998,25/05/2023,118,07/11/2023,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,01/11/2023,Not Closed,LMS,LMS,168
576656,26/05/2023,117,07/11/2023,ULS,purchasepostcompletion@lpropertylawyers.co.uk,Support 2,Head Office,Conveyancing - Purchase,06/11/2023,Not Closed,E Conveyancer ,ULS,167
578425,01/06/2023,113,07/11/2023,SortRefer,Charlotte Vining,Charlotte Vining,Head Office,Conveyancing - Sale,N/A,Not Closed,Main Fees,,161
578427,01/06/2023,113,07/11/2023,SortRefer,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,N/A,Not Closed,Main Fees,,161
599447,26/07/2023,74,07/11/2023,ULS,Charleigh Mollins,Charleigh Mollins,Head Office,Conveyancing - Purchase,31/10/2023,Not Closed,E Conveyancer ,ULS,106
600161,27/07/2023,73,07/11/2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,105
617522,16/08/2023,59,07/11/2023,Panel: Alexander Ross Mortgages,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07/11/2023,Not Closed,Alexander Ross Mortgages,Alexander Ross Mortgages,85
623626,05/09/2023,45,07/11/2023,SortRefer,Olivia  Jones,Olivia  Jones,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,65
627892,19/09/2023,35,07/11/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,51
629457,22/09/2023,32,07/11/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,48
630807,27/09/2023,29,07/11/2023,LMS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,43
650607,06/10/2023,22,07/11/2023,Legal Marketing Services,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,34
652049,11/10/2023,19,07/11/2023,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,29
