Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
576391,26/05/2023,197,27/02/2024,CAL Integration,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,27/02/2024,Not Closed,Conveyancing Alliance,CAL,279
617530,16/08/2023,139,27/02/2024,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,N/A,Not Closed,E Conveyancer ,ULS,197
630264,26/09/2023,110,27/02/2024,E-Conveyancer,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,156
659118,31/10/2023,85,27/02/2024,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,20/02/2024,Not Closed,E Conveyancer ,ULS,121
659719,01/11/2023,84,27/02/2024,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,15/02/2024,Successfully,E Conveyancer ,ULS,120
663208,10/11/2023,77,27/02/2024,Legal Marketing Services,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,LMS,LMS,111
663347,13/11/2023,76,27/02/2024,Movin Legal,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,108
668366,27/11/2023,66,27/02/2024,United Legal Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07/02/2024,Not Closed,E Conveyancer ,BM,94
670943,05/12/2023,60,27/02/2024,Panel: Local Conveyancing Quote,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,LCQ,Local Conveyancing Quote,86
685317,29/01/2024,21,27/02/2024,ULS,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,31
