Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
570301,11/05/2023,197,12/02/2024,GOTO Group,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,12/02/2024,Not Closed,GOTO Group,GOTO Group,279
570900,12/05/2023,196,12/02/2024,SortRefer,Post Completion Team,Sharia Murphy,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer,278
573661,19/05/2023,191,12/02/2024,SortRefer,Gemma Calcott,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer,271
604604,10/08/2023,132,12/02/2024,Conveyancing Calculator Plugin,Archive,Archive,Head Office,Conveyancing - Sale,12/02/2024,Not Closed,Main Fees,,188
616626,14/08/2023,130,12/02/2024,Direct,Archive,Archive,Head Office,Conveyancing - Sale,08/02/2024,Not Closed,Main Fees,,184
617244,15/08/2023,129,12/02/2024,United Legal Services,Archive,Archive,Head Office,Conveyancing - Sale,N/A,Not Closed,E Conveyancer ,ULS,183
618892,21/08/2023,125,12/02/2024,Direct,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,08/02/2024,Not Closed,Main Fees,,177
620778,25/08/2023,121,12/02/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07/02/2024,Not Closed,E Conveyancer ,ULS,173
621059,29/08/2023,119,12/02/2024,Conveyancing Plus ,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,02/02/2024,Not Closed,Conveyancer Plus,,169
624045,06/09/2023,113,12/02/2024,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/02/2024,Not Closed,LMS,LMS,161
629326,22/09/2023,101,12/02/2024,United Legal Services,Alice Francisco,Alice Francisco,Head Office,Conveyancing - Purchase,12/02/2024,Not Closed,E Conveyancer ,BM,145
629477,22/09/2023,101,12/02/2024,Conveyancing Plus ,Archive,Archive,Head Office,Conveyancing - Sale,19/01/2024,Not Closed,Conveyancer Plus,,145
631537,28/09/2023,97,12/02/2024,Fix My Legals,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Fix My Legals - Cashback Remortgage,Fix My Legals,139
651074,09/10/2023,90,12/02/2024,Legal Marketing Services,Laila Abbas,Laila Abbas,Head Office,Conveyancing - Purchase,N/A,Not Closed,LMS,LMS,128
653826,16/10/2023,85,12/02/2024,Skipton Building Society,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,121
659005,30/10/2023,75,12/02/2024,BM,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,01/02/2024,Not Closed,E Conveyancer ,,107
661160,06/11/2023,70,12/02/2024,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,100
664321,15/11/2023,63,12/02/2024,SortRefer,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Sort Refer,SortRefer,91
664442,15/11/2023,63,12/02/2024,United Legal Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/02/2024,Not Closed,E Conveyancer ,BM,91
664628,15/11/2023,63,12/02/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,02/02/2024,Not Closed,E Conveyancer ,ULS,91
666227,21/11/2023,59,12/02/2024,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,09/02/2024,Not Closed,Sort Refer,SortRefer,85
667849,24/11/2023,56,12/02/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/02/2024,Not Closed,E Conveyancer ,ULS,82
671749,07/12/2023,47,12/02/2024,CP Really Moving,Ronika  Orr,Ronika  Orr,Head Office,Conveyancing - Purchase,25/01/2024,Not Closed,Conveyancer Plus,CP Really Moving,69
672250,08/12/2023,46,12/02/2024,Conveyancing Calculator Plugin,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,Main Fees,Conveyancing Plus ,68
674562,18/12/2023,40,12/02/2024,Direct,Post Completion Team,Support 6,Head Office,Remortgage,N/A,On Hold,Main Fees,,58
675578,21/12/2023,37,12/02/2024,Direct,Post Completion Team,Support 6,Head Office,Remortgage,N/A,On Hold,Main Fees,,55
676066,27/12/2023,33,12/02/2024,SortRefer,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Sort Refer,SortRefer,49
676489,02/01/2024,29,12/02/2024,Movin Legal,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,43
