Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days),Quill Reference
672754,11/12/2023,168,01/08/2024,Leasehold,SortRefer,Post Completion Team,Janet Slattery,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer,238,672754
682138,19/01/2024,139,01/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,199,682138
683927,25/01/2024,135,01/08/2024,Freehold,CP Really Moving,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,30/07/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,193,683927
685714,30/01/2024,132,01/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,188,
687313,02/02/2024,129,01/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,185,687313
687591,05/02/2024,128,01/08/2024,Leasehold,TM Connect,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage LEASEHOLD (CDPL Limited) ,,182,687591
688959,07/02/2024,126,01/08/2024,Freehold,TM Connect ,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law ,180,688959
689710,08/02/2024,125,01/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,179,689710
691418,14/02/2024,121,01/08/2024,Freehold,ULS,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,01/08/2024,Not Closed,E Conveyancer ,ULS,173,691418
692326,15/02/2024,120,01/08/2024,Freehold,E-Conveyancer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,172,692326
692774,16/02/2024,119,01/08/2024,Leasehold,Sequence Leasehold Remortgage CDPL,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage LEASEHOLD (CDPL Limited) ,Sequence Leasehold Remortgage CDPL,171,692774
693259,19/02/2024,118,01/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,168,693259
693365,19/02/2024,118,01/08/2024,Freehold,,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Sale,25/07/2024,Not Closed,E Conveyancer ,BM,168,693365
693366,19/02/2024,118,01/08/2024,Freehold,United Legal Services,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,E Conveyancer ,BM,168,693366
694471,21/02/2024,116,01/08/2024,Freehold,My Legal Club Non Members,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,18/07/2024,Not Closed,Main Fees,,166,
695174,23/02/2024,114,01/08/2024,Leasehold,Skipton Building Society ,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,164,695174
696709,27/02/2024,112,01/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,160,
696869,27/02/2024,112,01/08/2024,Freehold,ULS,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,25/07/2024,Not Closed,E Conveyancer ,ULS,160,
697345,28/02/2024,111,01/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,159,697345
697538,28/02/2024,111,01/08/2024,Freehold,tmconnect,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law ,159,697538
697759,29/02/2024,110,01/08/2024,Freehold,Skipton Building Society,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,158,697759
699064,04/03/2024,108,01/08/2024,Leasehold,,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer,154,699064
699171,04/03/2024,108,01/08/2024,,Direct,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,31/07/2024,Not Closed,Main Fees,,154,699171
699198,04/03/2024,108,01/08/2024,Freehold,ULS,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,154,699198
699285,05/03/2024,107,01/08/2024,Freehold,ULS,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,11/07/2024,Not Closed,E Conveyancer ,ULS,153,699285
700022,06/03/2024,106,01/08/2024,Freehold,ULS,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,E Conveyancer ,ULS,152,
700087,06/03/2024,106,01/08/2024,Leasehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,152,700087
700236,06/03/2024,106,01/08/2024,Leasehold,ULS,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,152,700236
700776,07/03/2024,105,01/08/2024,Freehold,ULS,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,151,
701869,11/03/2024,103,01/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,147,
701888,11/03/2024,103,01/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,147,
701899,11/03/2024,103,01/08/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,147,
703904,15/03/2024,99,01/08/2024,Leasehold,CP Really Moving,Post Completion Team,Angela Hall,Head Office,Conveyancing - Purchase,31/07/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,143,703904
711815,19/03/2024,97,01/08/2024,Freehold,ULS,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,04/07/2024,Not Closed,E Conveyancer ,ULS,139,711815
712224,20/03/2024,96,01/08/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,30/07/2024,Not Closed,E Conveyancer ,ULS,138,712224
712431,20/03/2024,96,01/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,138,712431
712435,20/03/2024,96,01/08/2024,Freehold,Panel: Local Conveyancing Quote,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,19/07/2024,Not Closed,LCQ,Local Conveyancing Quote,138,712435
712536,20/03/2024,96,01/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,138,
713046,21/03/2024,95,01/08/2024,Freehold,Legal Marketing Services,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,26/07/2024,Not Closed,LMS,LMS,137,713046
713057,21/03/2024,95,01/08/2024,Leasehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,137,713057
713352,22/03/2024,94,01/08/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,30/07/2024,Not Closed,Main Fees,,136,713352
714592,26/03/2024,92,01/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,132,714592
714717,26/03/2024,92,01/08/2024,Leasehold,SortRefer,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,Sort Refer,SortRefer,132,714717
715389,28/03/2024,90,01/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,130,715389
716282,02/04/2024,87,01/08/2024,Leasehold,tmconnect,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage LEASEHOLD (CDPL Limited) ,Sequence Leasehold Remortgage CDPL,125,716282
719073,08/04/2024,83,01/08/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,119,719073
721266,12/04/2024,79,01/08/2024,Freehold,ULS,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,115,721266
721695,15/04/2024,78,01/08/2024,Freehold,tmconnect,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law ,112,721695
721748,15/04/2024,78,01/08/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,112,721748
721821,15/04/2024,78,01/08/2024,Freehold,Legal Marketing Services,purchasepostcompletion@leadingpropertylawyers.co.uk,Post Completion Team,Head Office,Conveyancing - Purchase,31/07/2024,Not Closed,LMS,LMS,112,721821
722012,16/04/2024,77,01/08/2024,Freehold,ULS,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,111,722012
722846,17/04/2024,76,01/08/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,110,722846
723662,18/04/2024,75,01/08/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,109,723662
723704,18/04/2024,75,01/08/2024,Freehold,Legal Marketing Services,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,109,
724142,19/04/2024,74,01/08/2024,Leasehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,108,724142
729068,22/04/2024,73,01/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,105,729068
729083,22/04/2024,73,01/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,105,729083
730983,25/04/2024,70,01/08/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,102,730983
731526,26/04/2024,69,01/08/2024,Leasehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,101,731526
732043,29/04/2024,68,01/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,98,732043
732241,29/04/2024,68,01/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,98,732241
732250,29/04/2024,68,01/08/2024,Freehold,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,30/07/2024,Not Closed,Sort Refer,SortRefer,98,732250
732429,29/04/2024,68,01/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,98,732429
733096,30/04/2024,67,01/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,97,
733097,30/04/2024,67,01/08/2024,Freehold,My Legal Club Non Members,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,01/08/2024,Not Closed,My Legal Club Non Members,My Legal Club Non Members,97,733097
733364,01/05/2024,66,01/08/2024,Leasehold,Panel: Local Conveyancing Quote,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LCQ Cherry Mortgages,Local Conveyancing Quote,96,
733674,01/05/2024,66,01/08/2024,Freehold,United Legal Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/07/2024,Not Closed,BM ,BM,96,
751959,07/05/2024,62,01/08/2024,Freehold,Panel: Local Conveyancing Quote,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LCQ Cherry Mortgages,Local Conveyancing Quote,90,
752167,07/05/2024,62,01/08/2024,Freehold,Legal Marketing Services,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,90,752167
752704,08/05/2024,61,01/08/2024,Freehold,ULS,Archive,Archive,Head Office,Conveyancing - Sale,30/07/2024,Not Closed,E Conveyancer ,ULS,89,
752712,08/05/2024,61,01/08/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,30/07/2024,Not Closed,E Conveyancer ,ULS,89,
753200,09/05/2024,60,01/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,88,753200
753255,09/05/2024,60,01/08/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,31/07/2024,Not Closed,LMS,LMS,88,753255
753662,09/05/2024,60,01/08/2024,Freehold,Skipton,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,88,
753903,10/05/2024,59,01/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,87,
754144,10/05/2024,59,01/08/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,87,754144
754408,13/05/2024,58,01/08/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,19/07/2024,Not Closed,Main Fees,,84,754408
755569,15/05/2024,56,01/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,82,755569
756188,16/05/2024,55,01/08/2024,Freehold,ULS,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,81,756188
756765,17/05/2024,54,01/08/2024,Leasehold,CAL Integration,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,30/07/2024,Not Closed,Conveyancing Alliance,CAL,80,756765
