Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days),Quill Reference
595856,17/07/2023,280,12/08/2024,Freehold,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,01/08/2024,Not Closed,Sort Refer,SortRefer,394,595856
597037,19/07/2023,278,12/08/2024,Freehold,,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Main Fees,,392,597037
626472,14/09/2023,237,12/08/2024,Leasehold,CP Really Moving,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,08/08/2024,Not Closed,Conveyancer Plus,CP Really Moving,335,626472
662502,09/11/2023,197,12/08/2024,Freehold,ULS,Cynthia Moyo,Cynthia Moyo,Head Office,Conveyancing - Purchase,01/08/2024,Not Closed,E Conveyancer ,ULS,279,662502
662504,09/11/2023,197,12/08/2024,Freehold,ULS,Cynthia Moyo,Cynthia Moyo,Head Office,Conveyancing - Sale,01/08/2024,Not Closed,E Conveyancer ,ULS,279,662504
675139,20/12/2023,168,12/08/2024,Freehold,ULS,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,26/07/2024,Not Closed,E Conveyancer ,ULS,238,675139
677840,08/01/2024,155,12/08/2024,Freehold,Legal Marketing Services,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,12/08/2024,Not Closed,LMS,LMS,219,
681144,17/01/2024,148,12/08/2024,Freehold,ULS,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,12/08/2024,Not Closed,E Conveyancer ,ULS,210,681144
686368,31/01/2024,138,12/08/2024,Leasehold,Conveyancing Plus ,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/08/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,196,686368
687379,02/02/2024,136,12/08/2024,Leasehold,ULS,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,,194,687379
687852,05/02/2024,135,12/08/2024,Freehold,ULS,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,191,687852
691253,13/02/2024,129,12/08/2024,Freehold,ULS,Timothy Asemota,Timothy Asemota,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,183,691253
694212,21/02/2024,123,12/08/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/08/2024,Not Closed,E Conveyancer ,ULS,175,694212
696094,26/02/2024,120,12/08/2024,Freehold,SortRefer,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,29/07/2024,Not Closed,Sort Refer,SortRefer,170,696094
703425,14/03/2024,107,12/08/2024,Leasehold,,Susan Burrell,Susan Burrell,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,153,
711262,18/03/2024,105,12/08/2024,Freehold,CAL Integration,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,08/08/2024,Not Closed,Conveyancing Alliance,CAL,149,711262
711264,18/03/2024,105,12/08/2024,Freehold,CAL Integration,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,08/08/2024,Not Closed,Conveyancing Alliance,CAL,149,711264
712716,21/03/2024,102,12/08/2024,Freehold,Direct,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07/08/2024,Not Closed,Main Fees,,146,712716
713025,21/03/2024,102,12/08/2024,Leasehold,Legal Marketing Services,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,09/08/2024,Not Closed,LMS,LMS,146,713025
713232,22/03/2024,101,12/08/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/08/2024,Not Closed,E Conveyancer ,ULS,145,713232
714671,26/03/2024,99,12/08/2024,Leasehold,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/08/2024,Not Closed,Sort Refer,SortRefer,141,714671
716053,02/04/2024,94,12/08/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,02/08/2024,Not Closed,E Conveyancer ,ULS,134,716053
716659,03/04/2024,93,12/08/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,133,716659
718189,05/04/2024,91,12/08/2024,Freehold,Legal Marketing Services,salepostcompletion@leadingpropertylawyers.co.uk,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,07/08/2024,Not Closed,LMS,LMS,131,718189
718198,05/04/2024,91,12/08/2024,Freehold,Legal Marketing Services,Danielle Baxter,Danielle Baxter,Head Office,Conveyancing - Purchase,07/08/2024,Not Closed,LMS,LMS,131,718198
718875,08/04/2024,90,12/08/2024,Freehold,Legal Marketing Services,Post Completion Team,Jason  Smith,Head Office,Conveyancing - Purchase,06/08/2024,Not Closed,LMS,LMS,128,718875
719492,09/04/2024,89,12/08/2024,Freehold,,Kadie Pickering,Kadie Pickering,Head Office,Conveyancing - Sale,07/08/2024,Not Closed,LMS,LMS,127,719492
730190,24/04/2024,78,12/08/2024,Leasehold,CAL Integration,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,N/A,Not Closed,Conveyancing Alliance,CAL,112,
732110,29/04/2024,75,12/08/2024,Freehold,CAL Integration,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,08/08/2024,Not Closed,Conveyancing Alliance,CAL,107,732110
732112,29/04/2024,75,12/08/2024,Leasehold,CAL Integration,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,08/08/2024,Not Closed,Conveyancing Alliance,CAL,107,732112
732474,29/04/2024,75,12/08/2024,Leasehold,Legal Marketing Services,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Purchase,12/08/2024,Not Closed,LMS,LMS,107,732474
733604,01/05/2024,73,12/08/2024,Freehold,CAL Integration,Post Completion Team,Support 6,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,105,
751955,07/05/2024,69,12/08/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,08/08/2024,Not Closed,Main Fees,,99,
755130,14/05/2024,64,12/08/2024,Freehold,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07/08/2024,Not Closed,Sort Refer,SortRefer,92,755130
759189,22/05/2024,58,12/08/2024,Leasehold,Movin Legal,Post Completion Team,Support 6,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,84,759189
759929,24/05/2024,56,12/08/2024,Freehold,Movin Legal,Post Completion Team,Support 6,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,82,759929
764124,05/06/2024,48,12/08/2024,Leasehold,United Legal Services,Post Completion Team,Jason  Smith,Head Office,Conveyancing - Purchase,08/08/2024,Not Closed,BM ,BM,70,764124
767956,13/06/2024,42,12/08/2024,Freehold,ULS,Post Completion Team,Support 3,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,62,767956
770545,19/06/2024,38,12/08/2024,Freehold,Movin Legal,Post Completion Team,Support 3,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,56,770545
