Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
387568,08/02/2022,503,12/01/2024,,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,12/01/2024,Not Closed,E Conveyancer ,,707
497263,07/09/2022,352,12/01/2024,United Legal Services,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,11/01/2024,Not Closed,LMS,LMS,496
538095,06/02/2023,244,12/01/2024,SortRefer,Luke  Warrior,Luke  Warrior,Head Office,Conveyancing - Sale,12/01/2024,Not Closed,Sort Refer,SortRefer,344
560253,13/04/2023,196,12/01/2024,SortRefer,Post Completion Team,Sharia Murphy,Head Office,Conveyancing - Purchase,05/01/2024,Not Closed,Sort Refer,SortRefer,278
577819,31/05/2023,162,12/01/2024,Panel: Local Conveyancing Quote,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,12/01/2024,Not Closed,LCQ,Local Conveyancing Quote,230
577914,31/05/2023,162,12/01/2024,Direct,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,11/01/2024,Not Closed,Main Fees,,230
580148,06/06/2023,158,12/01/2024,Conveyancing Plus ,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,09/01/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,224
580150,06/06/2023,158,12/01/2024,Conveyancing Plus ,Post Completion Team,Charleigh Mollins,Head Office,Conveyancing - Purchase,09/01/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,224
580632,07/06/2023,157,12/01/2024,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,12/01/2024,Not Closed,E Conveyancer ,ULS,223
582248,12/06/2023,154,12/01/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,19/12/2023,Not Closed,E Conveyancer ,ULS,218
584487,19/06/2023,149,12/01/2024,Conveyancing Calculator Plugin,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,07/12/2023,Not Closed,Main Fees,,211
585124,20/06/2023,148,12/01/2024,LMS,salepostcompletion@lpropertylawyers.co.uk,Post Completion Team,Head Office,Conveyancing - Sale,04/01/2024,Not Closed,LMS,LMS,210
585139,20/06/2023,148,12/01/2024,LMS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,04/01/2024,Not Closed,LMS,LMS,210
587621,27/06/2023,143,12/01/2024,Movin Legal,Sophie Darlington,Sophie Darlington,Head Office,Conveyancing - Purchase,N/A,Not Closed,Movin Legal,Movin Legal,203
588702,29/06/2023,141,12/01/2024,SortRefer,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,12/01/2024,Not Closed,Sort Refer,SortRefer,201
588994,29/06/2023,141,12/01/2024,CAL Integration,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,12/01/2024,Not Closed,Conveyancing Alliance,CAL,201
590251,04/07/2023,138,12/01/2024,ULS,Post Completion Team,Sharia Murphy,Head Office,Conveyancing - Purchase,04/01/2024,Not Closed,E Conveyancer ,ULS,196
590463,04/07/2023,138,12/01/2024,Legal Marketing Services,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,05/01/2024,Not Closed,LMS,LMS,196
596139,18/07/2023,128,12/01/2024,Lifetime Legal,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,11/01/2024,Not Closed,Lifetime Legal,Lifetime Legal,182
601898,02/08/2023,117,12/01/2024,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,11/01/2024,Not Closed,E Conveyancer ,ULS,167
602801,04/08/2023,115,12/01/2024,CAL Integration,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,09/01/2024,Not Closed,Conveyancing Alliance,CAL,165
602809,04/08/2023,115,12/01/2024,CAL Integration,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,09/01/2024,Not Closed,Conveyancing Alliance,CAL,165
603521,08/08/2023,113,12/01/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,161
604696,10/08/2023,111,12/01/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,09/01/2024,Not Closed,E Conveyancer ,ULS,159
616784,14/08/2023,109,12/01/2024,LMS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,11/01/2024,Not Closed,LMS,LMS,155
620277,24/08/2023,101,12/01/2024,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,09/01/2024,Not Closed,Sort Refer,SortRefer,145
621986,31/08/2023,96,12/01/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,10/01/2024,Not Closed,E Conveyancer ,ULS,138
622667,01/09/2023,95,12/01/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,11/01/2024,Not Closed,E Conveyancer ,ULS,137
623690,06/09/2023,92,12/01/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,04/01/2024,Not Closed,E Conveyancer ,ULS,132
624446,07/09/2023,91,12/01/2024,Legal Marketing Services,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,09/01/2024,Not Closed,LMS,LMS,131
625827,12/09/2023,88,12/01/2024,Value Conveyancer One,Amy  Sutton,Amy  Sutton,Head Office,Conveyancing - Purchase,12/01/2024,Not Closed,Value Conveyancer One,Value Conveyancer,126
626468,14/09/2023,86,12/01/2024,,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/01/2024,Not Closed,Conveyancer Plus,CP Really Moving,124
628616,20/09/2023,82,12/01/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,05/01/2024,Not Closed,E Conveyancer ,ULS,118
629197,21/09/2023,81,12/01/2024,Skipton Building Society,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Best Quote Mortgages and Loans,,117
629541,22/09/2023,80,12/01/2024,ULS,Post Completion Team,Sharia Murphy,Head Office,Conveyancing - Purchase,19/12/2023,Not Closed,E Conveyancer ,ULS,116
631573,28/09/2023,76,12/01/2024,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,10/01/2024,Not Closed,Sort Refer,SortRefer,110
648426,02/10/2023,74,12/01/2024,Legal Marketing Services,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Purchase,10/01/2024,Not Closed,LMS,LMS,106
649208,03/10/2023,73,12/01/2024,Legal Marketing Services,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,05/01/2024,Not Closed,LMS,LMS,105
651134,10/10/2023,68,12/01/2024,Movin Legal,Charlie Wood,Charlie Wood,Head Office,Remortgage,14/02/2024,Not Closed,Movin Legal,Movin Legal,98
651564,10/10/2023,68,12/01/2024,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,11/01/2024,Not Closed,E Conveyancer ,ULS,98
