Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
366942,26/11/2021,529,07/12/2023,Thornley Groves,Archive,Archive,Head Office,Conveyancing - Sale,07/12/2023,Not Closed,Thornley Groves,Thornley Groves,745
565582,26/04/2023,161,07/12/2023,CAL Integration,Archive,Archive,Head Office,Conveyancing - Sale,04/12/2023,Not Closed,Conveyancing Alliance,CAL,229
572692,17/05/2023,146,07/12/2023,CAL Integration,Nicolas Foy,Nicolas Foy,Head Office,Conveyancing - Sale,N/A,Not Closed,Conveyancing Alliance,CAL,208
579474,05/06/2023,133,07/12/2023,Movin Legal,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,N/A,Not Closed,Movin Legal,Movin Legal,189
579488,05/06/2023,133,07/12/2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,189
579501,05/06/2023,133,07/12/2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,189
583345,14/06/2023,126,07/12/2023,Legal Marketing Services,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,05/12/2023,Not Closed,LMS,LMS,180
583401,14/06/2023,126,07/12/2023,Legal Marketing Services,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,05/12/2023,Not Closed,LMS,LMS,180
585633,21/06/2023,121,07/12/2023,ULS,Archive,Archive,Head Office,Conveyancing - Sale,04/12/2023,Not Closed,E Conveyancer ,ULS,173
585634,21/06/2023,121,07/12/2023,ULS,Post Completion Team,Sharia Murphy,Head Office,Conveyancing - Purchase,04/12/2023,Not Closed,E Conveyancer ,ULS,173
588563,28/06/2023,116,07/12/2023,Legal Marketing Services,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,05/12/2023,Not Closed,LMS,LMS,166
589971,03/07/2023,113,07/12/2023,Direct,salepostcompletion@lpropertylawyers.co.uk,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,04/12/2023,Not Closed,Main Fees,,161
593027,11/07/2023,107,07/12/2023,Conveyancing Plus ,Ronika  Orr,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,04/12/2023,Not Closed,Conveyancer Plus,Conveyancer Plus,153
597933,21/07/2023,99,07/12/2023,BM,purchasepostcompletion@lpropertylawyers.co.uk,Support 2,Head Office,Conveyancing - Purchase,06/12/2023,Not Closed,BM ,BM,143
599177,26/07/2023,96,07/12/2023,SortRefer,purchasepostcompletion@lpropertylawyers.co.uk,Support 2,Head Office,Conveyancing - Purchase,07/12/2023,Not Closed,Sort Refer,SortRefer,138
600839,31/07/2023,93,07/12/2023,Conveyancing Plus ,Nicolas Foy,Nicolas Foy,Head Office,Conveyancing - Purchase,01/12/2023,Not Closed,Conveyancer Plus,Conveyancer Plus,133
601566,01/08/2023,92,07/12/2023,United Legal Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07/12/2023,Not Closed,E Conveyancer ,BM,132
602326,03/08/2023,90,07/12/2023,Direct,purchasepostcompletion@lpropertylawyers.co.uk,Support 2,Head Office,Conveyancing - Purchase,04/12/2023,Not Closed,Main Fees,,130
604286,09/08/2023,86,07/12/2023,United Legal Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07/12/2023,Not Closed,BM ,BM,124
620314,24/08/2023,75,07/12/2023,Conveyancing Calculator Plugin,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,28/11/2023,Not Closed,E Conveyancer ,ULS,109
620967,29/08/2023,72,07/12/2023,United Legal Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,07/12/2023,Not Closed,E Conveyancer ,BM,104
621309,29/08/2023,72,07/12/2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,104
627078,15/09/2023,59,07/12/2023,CAL Integration,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,04/12/2023,Not Closed,Conveyancing Alliance,CAL,87
628921,21/09/2023,55,07/12/2023,ULS,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,81
651571,10/10/2023,42,07/12/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,62
655319,20/10/2023,34,07/12/2023,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,52
655825,23/10/2023,33,07/12/2023,,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,06/12/2023,Not Closed,Really Moving ,ReallyMoving,49
655921,23/10/2023,33,07/12/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,49
664118,14/11/2023,17,07/12/2023,Conveyancing Calculator Plugin,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Main Fees,,27
