Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
556426,30/03/2023,337,15/07/2024,Freehold,ULS,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,15/07/2024,Not Closed,E Conveyancer ,ULS,474
652362,12/10/2023,197,15/07/2024,Freehold,Panel: Abacus Mortgages,Amy  Sutton,Amy  Sutton,Head Office,Conveyancing - Purchase,12/07/2024,Not Closed,Abacus Mortgages ,Abacus Mortgages,278
669188,29/11/2023,163,15/07/2024,Freehold,SortRefer,Morgan Dalton,Morgan Dalton,Head Office,Conveyancing - Purchase,12/07/2024,Not Closed,Sort Refer,SortRefer,230
669354,29/11/2023,163,15/07/2024,Freehold,SortRefer,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,12/07/2024,Not Closed,Sort Refer,SortRefer,230
684682,26/01/2024,121,15/07/2024,Freehold,Direct,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Main Fees,,172
688435,06/02/2024,114,15/07/2024,Leasehold,Conveyancing Calculator Plugin,Johnathon  Wright,Johnathon  Wright,Head Office,Conveyancing - Purchase,11/07/2024,Not Closed,Main Fees,,161
688575,06/02/2024,114,15/07/2024,Leasehold,CAL Integration,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,09/07/2024,Not Closed,Conveyancing Alliance,CAL,161
693405,19/02/2024,105,15/07/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/07/2024,Not Closed,E Conveyancer ,ULS,148
693407,19/02/2024,105,15/07/2024,Freehold,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,N/A,Not Closed,E Conveyancer ,ULS,148
695081,22/02/2024,102,15/07/2024,Leasehold,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,145
695449,23/02/2024,101,15/07/2024,Freehold,Legal Marketing Services,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,10/07/2024,Not Closed,LMS,LMS,144
695457,23/02/2024,101,15/07/2024,Freehold,Legal Marketing Services,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,10/07/2024,Not Closed,LMS,LMS,144
696062,26/02/2024,100,15/07/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,11/07/2024,Not Closed,E Conveyancer ,ULS,141
696063,26/02/2024,100,15/07/2024,Freehold,ULS,Kadie Pickering,Kadie Pickering,Head Office,Conveyancing - Sale,11/07/2024,Not Closed,E Conveyancer ,ULS,141
697643,28/02/2024,98,15/07/2024,Leasehold,Thornley Groves,George  Bokuchava,George  Bokuchava,Head Office,Conveyancing - Purchase,28/06/2024,Not Closed,Thornley Groves,Thornley Groves,139
701892,11/03/2024,90,15/07/2024,Freehold,CAL Integration,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,28/06/2024,Not Closed,Conveyancing Alliance,CAL,127
702619,13/03/2024,88,15/07/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,02/07/2024,Not Closed,E Conveyancer ,ULS,125
