Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
509503,13/10/2022,277,06/11/2023,Movin Legal,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,Movin Legal,Movin Legal,391
559233,11/04/2023,149,06/11/2023,GOTO Group,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,N/A,Not Closed,GOTO Group,GOTO Group,211
563484,21/04/2023,141,06/11/2023,CAL Integration,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,06/11/2023,Not Closed,Conveyancing Alliance,CAL,201
570597,11/05/2023,127,06/11/2023,E-Conveyancer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,02/11/2023,Not Closed,E Conveyancer ,ULS,181
570599,11/05/2023,127,06/11/2023,E-Conveyancer,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,02/11/2023,Not Closed,E Conveyancer ,ULS,181
571123,12/05/2023,126,06/11/2023,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer,180
576702,26/05/2023,116,06/11/2023,Lifetime Legal,Charlotte Vining,Charlotte Vining,Head Office,Conveyancing - Purchase,03/11/2023,Not Closed,Lifetime Legal,Lifetime Legal,166
579897,06/06/2023,109,06/11/2023,Legal Marketing Services,purchasepostcompletion@lpropertylawyers.co.uk,Support 2,Head Office,Conveyancing - Purchase,06/11/2023,Not Closed,LMS,LMS,155
580589,07/06/2023,108,06/11/2023,CAL Integration,Charlie Wood,Charlie Wood,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,154
585007,20/06/2023,99,06/11/2023,GOTO Group,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,27/10/2023,Not Closed,GOTO Group,GOTO Group,141
587743,27/06/2023,94,06/11/2023,ULS,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,02/11/2023,Not Closed,E Conveyancer ,ULS,134
591621,06/07/2023,87,06/11/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,125
592821,11/07/2023,84,06/11/2023,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,06/11/2023,Not Closed,LMS,LMS,120
592913,11/07/2023,84,06/11/2023,Fix My Legals,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Fix My Legals - Standard,Fix My Legals,120
596477,18/07/2023,79,06/11/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,113
598316,24/07/2023,75,06/11/2023,BM,Soh Sohail,Soh Sohail,Head Office,Conveyancing - Purchase,19/10/2023,Not Closed,BM ,BM,107
598905,25/07/2023,74,06/11/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,106
601278,01/08/2023,69,06/11/2023,Conveyancing Calculator Plugin,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,03/11/2023,Not Closed,Main Fees,,99
603895,08/08/2023,64,06/11/2023,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,92
604580,10/08/2023,62,06/11/2023,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,03/11/2023,Not Closed,E Conveyancer ,ULS,90
617973,17/08/2023,57,06/11/2023,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,83
625705,12/09/2023,39,06/11/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,57
626088,13/09/2023,38,06/11/2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,56
626149,13/09/2023,38,06/11/2023,Panel: Local Conveyancing Quote,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LCQ YMD,Local Conveyancing Quote,56
654174,17/10/2023,14,06/11/2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,22
