Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
535978,31/01/2023,198,03/11/2023,Home Legal Services,Sophie Darlington,Sophie Darlington,Head Office,Conveyancing - Purchase,N/A,Not Closed,Home Legal Services ,Home Legal Services,279
541940,16/02/2023,186,03/11/2023,LMS,Halima Nasir,Halima Nasir,Head Office,Conveyancing - Purchase,30/10/2023,Not Closed,LMS,LMS,263
555387,28/03/2023,158,03/11/2023,Conveyancer Plus,purchasepostcompletion@lpropertylawyers.co.uk,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,03/11/2023,Not Closed,Conveyancer Plus,Conveyancer Plus,223
557897,04/04/2023,153,03/11/2023,Conveyancing Calculator Plugin,Danielle Baxter,Danielle Baxter,Head Office,Conveyancing - Sale,27/10/2023,Not Closed,Main Fees,,216
557905,04/04/2023,153,03/11/2023,Conveyancing Calculator Plugin,Danielle Baxter,Danielle Baxter,Head Office,Conveyancing - Purchase,27/10/2023,Not Closed,Main Fees,,216
563346,20/04/2023,141,03/11/2023,Conveyancing Calculator Plugin,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,03/11/2023,Not Closed,Main Fees,,200
564545,25/04/2023,138,03/11/2023,Movin Legal,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Purchase,03/11/2023,Not Closed,Movin Legal,Movin Legal,195
565319,26/04/2023,137,03/11/2023,ULS,Luke  Warrior,Luke  Warrior,Head Office,Conveyancing - Sale,03/11/2023,Not Closed,E Conveyancer ,ULS,194
566653,28/04/2023,135,03/11/2023,SortRefer,purchasepostcompletion@lpropertylawyers.co.uk,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,31/10/2023,Not Closed,Sort Refer,SortRefer,192
570323,11/05/2023,126,03/11/2023,Movin Legal,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,01/11/2023,Not Closed,Movin Legal,Movin Legal,179
574643,22/05/2023,119,03/11/2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,168
575041,23/05/2023,118,03/11/2023,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,167
578575,02/06/2023,110,03/11/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,157
579719,06/06/2023,108,03/11/2023,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,25/10/2023,Not Closed,E Conveyancer ,ULS,153
581021,08/06/2023,106,03/11/2023,Conveyancing Calculator Plugin,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,Main Fees,,151
582063,12/06/2023,104,03/11/2023,Legal Marketing Services,Michelle Cabral-Syers,Michelle Cabral-Syers,Head Office,Conveyancing - Sale,03/11/2023,Not Closed,LMS,LMS,147
582907,13/06/2023,103,03/11/2023,Movin Legal,salepostcompletion@lpropertylawyers.co.uk,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,01/11/2023,Not Closed,Movin Legal,Movin Legal,146
585586,21/06/2023,97,03/11/2023,Direct,Sophie Darlington,Sophie Darlington,Head Office,Conveyancing - Purchase,31/10/2023,Not Closed,Main Fees,,138
585707,21/06/2023,97,03/11/2023,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,31/10/2023,Not Closed,Sort Refer,SortRefer,138
585881,21/06/2023,97,03/11/2023,Skipton Building Society,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,138
587119,26/06/2023,94,03/11/2023,Movin Legal,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,27/10/2023,Not Closed,Movin Legal,Movin Legal,133
587122,26/06/2023,94,03/11/2023,Movin Legal,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,27/10/2023,Not Closed,Movin Legal,Movin Legal,133
587697,27/06/2023,93,03/11/2023,ULS,salepostcompletion@lpropertylawyers.co.uk,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,02/11/2023,Not Closed,E Conveyancer ,ULS,132
588183,28/06/2023,92,03/11/2023,SortRefer,Charlie Wood,Charlie Wood,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,131
588434,28/06/2023,92,03/11/2023,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,02/11/2023,Not Closed,E Conveyancer ,ULS,131
589035,29/06/2023,91,03/11/2023,Legal Marketing Services,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,130
589153,30/06/2023,90,03/11/2023,ULS,Luke  Warrior,Luke  Warrior,Head Office,Conveyancing - Purchase,31/10/2023,Not Closed,E Conveyancer ,ULS,129
589154,30/06/2023,90,03/11/2023,ULS,Luke  Warrior,Luke  Warrior,Head Office,Conveyancing - Sale,31/10/2023,Not Closed,E Conveyancer ,ULS,129
591008,05/07/2023,87,03/11/2023,ULS,Luke  Warrior,Luke  Warrior,Head Office,Conveyancing - Purchase,25/10/2023,Not Closed,E Conveyancer ,ULS,124
591827,07/07/2023,85,03/11/2023,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,27/10/2023,Not Closed,Sort Refer,SortRefer,122
592306,10/07/2023,84,03/11/2023,Panel: Local Conveyancing Quote,Kadie Pickering,Kadie Pickering,Head Office,Conveyancing - Sale,31/10/2023,Not Closed,LCQ,Local Conveyancing Quote,119
592496,10/07/2023,84,03/11/2023,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,02/11/2023,Not Closed,E Conveyancer ,ULS,119
593293,12/07/2023,82,03/11/2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,117
593475,12/07/2023,82,03/11/2023,Thornley Groves,George  Bokuchava,Krisella Lyons,Head Office,Conveyancing - Sale,03/11/2023,Not Closed,Thornley Groves (City Centre),Thornley Groves,117
593589,12/07/2023,82,03/11/2023,Legal Marketing Services,Michelle Cabral-Syers,Michelle Cabral-Syers,Head Office,Conveyancing - Sale,03/11/2023,Not Closed,LMS,LMS,117
593606,12/07/2023,82,03/11/2023,Legal Marketing Services,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,01/11/2023,Not Closed,LMS,LMS,117
594526,14/07/2023,80,03/11/2023,Conveyancing Plus ,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,24/10/2023,Not Closed,Main Fees,Conveyancing Plus ,115
595603,17/07/2023,79,03/11/2023,LMS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,02/11/2023,Not Closed,LMS,LMS,112
595776,17/07/2023,79,03/11/2023,Conveyancing Plus ,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,03/11/2023,Not Closed,Conveyancer Plus,Conveyancer Plus,112
596286,18/07/2023,78,03/11/2023,Legal Marketing Services,Michael  Collins,Michael  Collins,Head Office,Conveyancing - Purchase,02/11/2023,Not Closed,LMS,LMS,111
596342,18/07/2023,78,03/11/2023,SortRefer,Clare Miller,Clare Miller,Head Office,Conveyancing - Purchase,03/11/2023,Not Closed,Sort Refer,SortRefer,111
596473,18/07/2023,78,03/11/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,111
