Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days),Quill Reference
652197,12/10/2023,218,13/08/2024,Leasehold,CP Really Moving,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,09/08/2024,Not Closed,Conveyancer Plus,CP Really Moving,308,652197
686703,01/02/2024,138,13/08/2024,Freehold,SortRefer,Charlotte Vining,Charlotte Vining,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer,196,686703
696774,27/02/2024,120,13/08/2024,Leasehold,CP Really Moving,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,09/08/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,170,
711245,18/03/2024,106,13/08/2024,Freehold,CAL Integration,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,13/08/2024,Not Closed,Conveyancing Alliance,CAL,150,711245
711254,18/03/2024,106,13/08/2024,Freehold,CAL Integration,Post Completion Team,Support 6,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,150,711254
713501,22/03/2024,102,13/08/2024,Leasehold,Legal Marketing Services,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Purchase,13/08/2024,Not Closed,LMS,LMS,146,713501
716614,03/04/2024,94,13/08/2024,Leasehold,Panel: More Financial,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,08/08/2024,Not Closed,More Financial,More Financial,134,716614
717347,04/04/2024,93,13/08/2024,Leasehold,ULS,Nicolas Foy,Nicolas Foy,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,133,717347
717666,04/04/2024,93,13/08/2024,Freehold,ULS,Post Completion Team,Angela Hall,Head Office,Conveyancing - Purchase,13/08/2024,Not Closed,E Conveyancer ,ULS,133,717666
718611,08/04/2024,91,13/08/2024,Leasehold,SortRefer,Nicolas Foy,Nicolas Foy,Head Office,Conveyancing - Purchase,08/08/2024,Not Closed,Sort Refer,SortRefer,129,718611
729929,23/04/2024,80,13/08/2024,Freehold,ULS,Timothy Asemota,Timothy Asemota,Head Office,Conveyancing - Purchase,07/08/2024,Not Closed,E Conveyancer ,ULS,114,
733388,01/05/2024,74,13/08/2024,Leasehold,CP Really Moving,Halima Nasir,Halima Nasir,Head Office,Conveyancing - Purchase,12/08/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,106,
753271,09/05/2024,68,13/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,98,753271
755359,14/05/2024,65,13/08/2024,Freehold,Panel: Local Conveyancing Quote,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,13/08/2024,Not Closed,LCQ,Local Conveyancing Quote,93,
762210,31/05/2024,52,13/08/2024,Freehold,ULS,Post Completion Team,purchasepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,13/08/2024,Not Closed,E Conveyancer ,ULS,76,762210
764275,05/06/2024,49,13/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,71,764275
764396,05/06/2024,49,13/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,71,764396
765154,06/06/2024,48,13/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,70,765154
842397,02/07/2024,30,13/08/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,44,842397
843019,03/07/2024,29,13/08/2024,Freehold,Tm Connect,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law ,43,843019
844134,05/07/2024,27,13/08/2024,Freehold,Panel: Abacus Mortgages,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Abacus Mortgages ,Abacus Mortgages,41,
846792,12/07/2024,22,13/08/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,34,846792
