Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
535668,30/01/2023,207,15/11/2023,Skipton Building Society,Charlie Wood,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,291
566573,28/04/2023,143,15/11/2023,Movin Legal,Post Completion Team,Support 6,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,203
574649,22/05/2023,127,15/11/2023,ULS,Archive,Archive,Head Office,Conveyancing - Sale,14/11/2023,Not Closed,E Conveyancer ,ULS,179
574651,22/05/2023,127,15/11/2023,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,14/11/2023,Not Closed,E Conveyancer ,ULS,179
577535,31/05/2023,120,15/11/2023,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,14/11/2023,Not Closed,Sort Refer,SortRefer,170
583818,15/06/2023,109,15/11/2023,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,15/11/2023,Not Closed,E Conveyancer ,ULS,155
585828,21/06/2023,105,15/11/2023,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,15/11/2023,Not Closed,E Conveyancer ,ULS,149
586054,21/06/2023,105,15/11/2023,ULS,Post Completion Team,Support 6,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,149
597743,21/07/2023,83,15/11/2023,BM,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,15/11/2023,Not Closed,BM ,BM,119
597942,21/07/2023,83,15/11/2023,BM,Halima Nasir,Halima Nasir,Head Office,Conveyancing - Purchase,08/11/2023,Not Closed,BM ,BM,119
598642,25/07/2023,81,15/11/2023,ULS,Post Completion Team,Support 5,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,115
599300,26/07/2023,80,15/11/2023,SortRefer,Post Completion Team,Samantha Williams,Head Office,Conveyancing - Purchase,10/11/2023,Not Closed,Sort Refer,SortRefer,114
600313,28/07/2023,78,15/11/2023,SortRefer,Ronika  Orr,Ronika  Orr,Head Office,Conveyancing - Purchase,13/11/2023,Not Closed,Sort Refer,SortRefer,112
601544,01/08/2023,76,15/11/2023,SortRefer,Keanan Harrison,Keanan Harrison,Head Office,Conveyancing - Sale,N/A,Not Closed,Sort Refer,SortRefer,108
602494,03/08/2023,74,15/11/2023,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,10/11/2023,Not Closed,Sort Refer,SortRefer,106
616757,14/08/2023,67,15/11/2023,,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,15/11/2023,Not Closed,LMS,LMS,95
618065,17/08/2023,64,15/11/2023,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,15/11/2023,Not Closed,Sort Refer,SortRefer,92
619304,22/08/2023,61,15/11/2023,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,87
620537,25/08/2023,58,15/11/2023,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,09/11/2023,Not Closed,E Conveyancer ,ULS,84
621084,29/08/2023,56,15/11/2023,CP Really Moving,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Sale,N/A,Not Closed,Conveyancer Plus,,80
622712,01/09/2023,53,15/11/2023,Panel: Thornley Groves Swinton,George  Bokuchava,Krisella Lyons,Head Office,Conveyancing - Purchase,15/11/2023,Not Closed,Thornley Groves (Swinton),Thornley Groves Swinton,77
623115,04/09/2023,52,15/11/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,74
624532,07/09/2023,49,15/11/2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,71
626857,15/09/2023,43,15/11/2023,ULS,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Purchase,15/11/2023,Not Closed,E Conveyancer ,ULS,63
627363,18/09/2023,42,15/11/2023,CP Really Moving,Archive,Archive,Head Office,Conveyancing - Sale,15/11/2023,Not Closed,Conveyancer Plus,,60
628952,21/09/2023,39,15/11/2023,GOTO Group,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,GOTO Group,GOTO Group,57
648199,02/10/2023,32,15/11/2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,46
