Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
500075,14-09-2022,327,15-12-2023,My Legal Club Non Members,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,15-12-2023,Not Closed,My Legal Club Non Members,My Legal Club Non Members,461
548423,08-03-2023,202,15-12-2023,SortRefer,Post Completion Team,Sharia Murphy,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer,286
553364,22-03-2023,192,15-12-2023,ReallyMoving Webhook,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,14-12-2023,Not Closed,Really Moving ,ReallyMoving,272
567142,02-05-2023,163,15-12-2023,LMS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,08-12-2023,Not Closed,LMS,LMS,231
567957,03-05-2023,162,15-12-2023,Legal Marketing Services,Halima Nasir,Halima Nasir,Head Office,Conveyancing - Purchase,15-12-2023,Not Closed,LMS,LMS,230
568052,04-05-2023,161,15-12-2023,Legal Marketing Services,Halima Nasir,Halima Nasir,Head Office,Conveyancing - Sale,15-12-2023,Not Closed,LMS,LMS,229
570284,11-05-2023,156,15-12-2023,E-Conveyancer,Clare Miller,Clare Miller,Head Office,Conveyancing - Purchase,14-12-2023,Not Closed,E Conveyancer ,ULS,222
579543,05-06-2023,139,15-12-2023,CAL Integration,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,14-12-2023,Not Closed,Conveyancing Alliance,CAL,197
580782,08-06-2023,136,15-12-2023,ULS,Post Completion Team,Samantha Williams,Head Office,Conveyancing - Purchase,15-10-2023,Not Closed,E Conveyancer ,ULS,194
581416,09-06-2023,135,15-12-2023,Legal Marketing Services,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,13-12-2023,Not Closed,LMS,LMS,193
581518,09-06-2023,135,15-12-2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,193
584067,16-06-2023,130,15-12-2023,Conveyancing Calculator Plugin,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,13-12-2023,Not Closed,Main Fees,,186
584070,16-06-2023,130,15-12-2023,,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,13-12-2023,Not Closed,Main Fees,,186
585290,20-06-2023,128,15-12-2023,Conveyancer Plus,Sophie Darlington,Sophie Darlington,Head Office,Conveyancing - Sale,07-12-2023,Not Closed,Conveyancer Plus,Conveyancer Plus,182
585376,20-06-2023,128,15-12-2023,CAL Integration,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,15-12-2023,Not Closed,Conveyancing Alliance,CAL,182
587856,27-06-2023,123,15-12-2023,Thornley Groves,George  Bokuchava,Krisella Lyons,Head Office,Conveyancing - Sale,15-12-2023,Not Closed,Thornley Groves (City Centre),Thornley Groves,175
588579,28-06-2023,122,15-12-2023,ULS,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,08-12-2023,Not Closed,E Conveyancer ,ULS,174
590046,03-07-2023,119,15-12-2023,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,14-12-2023,Not Closed,LMS,LMS,169
590864,05-07-2023,117,15-12-2023,United Legal Services,Danielle Baxter,Danielle Baxter,Head Office,Conveyancing - Purchase,14-12-2023,Not Closed,E Conveyancer ,BM,167
