Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
567007,02/05/2023,207,15/02/2024,Panel: Thornley Groves Swinton,salepostcompletion@lpropertylawyers.co.uk,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,14/02/2024,Not Closed,Thornley Groves (Swinton),Thornley Groves Swinton,293
585643,21/06/2023,171,15/02/2024,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,19/12/2023,Not Closed,Sort Refer,SortRefer,243
592043,07/07/2023,159,15/02/2024,ULS,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,227
597502,20/07/2023,150,15/02/2024,ULS,Charlene  Hickman,Charlene  Hickman,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,214
599522,26/07/2023,146,15/02/2024,Skipton Building Society,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society,208
603013,07/08/2023,138,15/02/2024,CAL Integration,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,15/02/2024,Not Closed,Conveyancing Alliance,CAL,196
626333,13/09/2023,111,15/02/2024,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,08/02/2024,Not Closed,Sort Refer,SortRefer,159
626540,14/09/2023,110,15/02/2024,ULS,Kadie Pickering,Kadie Pickering,Head Office,Conveyancing - Purchase,18/01/2024,Not Closed,E Conveyancer ,ULS,158
649040,03/10/2023,97,15/02/2024,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,139
652077,11/10/2023,91,15/02/2024,Direct,purchasepostcompletion@lpropertylawyers.co.uk,Post Completion Team,Head Office,Conveyancing - Purchase,12/02/2024,Not Closed,Main Fees,,131
655842,23/10/2023,83,15/02/2024,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,15/02/2024,Not Closed,E Conveyancer ,ULS,119
655845,23/10/2023,83,15/02/2024,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,15/02/2024,Not Closed,E Conveyancer ,ULS,119
661412,07/11/2023,72,15/02/2024,CP Really Moving,Post Completion Team,Support 6,Head Office,Remortgage,N/A,On Hold,Conveyancer Plus,CP Really Moving,104
661450,07/11/2023,72,15/02/2024,CP Really Moving,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,14/02/2024,Not Closed,Conveyancer Plus,,104
662360,09/11/2023,70,15/02/2024,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,13/02/2024,Not Closed,E Conveyancer ,ULS,102
663319,13/11/2023,68,15/02/2024,CP Really Moving,Cynthia Moyo,Cynthia Moyo,Head Office,Conveyancing - Sale,13/02/2024,Not Closed,Conveyancer Plus,,98
663649,13/11/2023,68,15/02/2024,Legal Marketing Services,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,15/02/2024,Not Closed,LMS,LMS,98
666760,22/11/2023,61,15/02/2024,,purchasepostcompletion@lpropertylawyers.co.uk,Post Completion Team,Head Office,Conveyancing - Purchase,15/02/2024,Not Closed,Best Quote Mortgages and Loans,,89
667797,24/11/2023,59,15/02/2024,SortRefer,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Sort Refer,SortRefer,87
670060,01/12/2023,54,15/02/2024,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,80
675742,21/12/2023,40,15/02/2024,CAL Integration,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,60
676881,03/01/2024,31,15/02/2024,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,47
680709,16/01/2024,22,15/02/2024,Movin Legal,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,34
683564,24/01/2024,16,15/02/2024,ULS,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,26
