Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
542337,17/02/2023,238,17/01/2024,Legal Marketing Services,Post Completion Team,Support 8,Head Office,Remortgage,N/A,On Hold,LMS,LMS,336
555770,29/03/2023,210,17/01/2024,Movin Legal,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,N/A,Not Closed,Movin Legal,Movin Legal,296
592722,11/07/2023,136,17/01/2024,Direct,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,08/01/2024,Not Closed,Main Fees,,192
596442,18/07/2023,131,17/01/2024,ULS,Post Completion Team,Support 8,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,185
599483,26/07/2023,125,17/01/2024,Legal Marketing Services,Sully Ullah,Sully Ullah,Head Office,Conveyancing - Purchase,17/01/2024,Not Closed,LMS,LMS,177
602394,03/08/2023,119,17/01/2024,Direct,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,08/01/2024,Not Closed,Main Fees,,169
602859,04/08/2023,118,17/01/2024,ULS,Susan Burrell,Susan Burrell,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,168
617777,17/08/2023,109,17/01/2024,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,15/01/2024,Not Closed,E Conveyancer ,ULS,155
621373,30/08/2023,100,17/01/2024,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,142
622199,31/08/2023,99,17/01/2024,Panel: Local Conveyancing Quote,Post Completion Team,Sharia Murphy,Head Office,Conveyancing - Purchase,17/01/2024,Not Closed,LCQ,Local Conveyancing Quote,141
627334,18/09/2023,87,17/01/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,17/01/2024,Not Closed,E Conveyancer ,ULS,123
661880,08/11/2023,50,17/01/2024,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,16/01/2024,Not Closed,E Conveyancer ,ULS,72
667533,24/11/2023,38,17/01/2024,CAL Integration,Charlene  Hickman,Charlene  Hickman,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,56
667544,24/11/2023,38,17/01/2024,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,56
669585,30/11/2023,34,17/01/2024,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,50
