Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
583533,15/06/2023,168,06/02/2024,Legal Marketing Services,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,06/02/2024,Not Closed,LMS,LMS,238
593138,11/07/2023,150,06/02/2024,United Legal Services,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,05/02/2024,Not Closed,E Conveyancer ,BM,212
596867,19/07/2023,144,06/02/2024,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,29/01/2024,Not Closed,LMS,LMS,204
604079,09/08/2023,129,06/02/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,183
622098,31/08/2023,113,06/02/2024,Home Legal Services,Post Completion Team,Sharia Murphy,Head Office,Conveyancing - Purchase,N/A,Not Closed,Home Legal Services ,Home Legal Services,161
630719,27/09/2023,94,06/02/2024,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,31/01/2024,Not Closed,E Conveyancer ,ULS,134
632013,29/09/2023,92,06/02/2024,Tm Connect ,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage STANDARD (CDPL Limited) ,,132
651573,10/10/2023,85,06/02/2024,Direct,Charlotte Vining,Charlotte Vining,Head Office,Conveyancing - Purchase,06/02/2024,Not Closed,More Financial,More Financial,121
651966,11/10/2023,84,06/02/2024,Direct,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,06/02/2024,Not Closed,Main Fees,,120
653454,16/10/2023,81,06/02/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,29/01/2024,Not Closed,E Conveyancer ,ULS,115
658850,30/10/2023,71,06/02/2024,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,31/01/2024,Not Closed,E Conveyancer ,ULS,101
668377,27/11/2023,51,06/02/2024,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,73
673065,12/12/2023,40,06/02/2024,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,58
674729,19/12/2023,35,06/02/2024,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,51
677903,08/01/2024,21,06/02/2024,TM Connect ,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law ,31
678223,09/01/2024,20,06/02/2024,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,30
