Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days)
603801,08/08/2023,135,13/02/2024,ULS,Clare Miller,Clare Miller,Head Office,Conveyancing - Purchase,13/02/2024,Not Closed,E Conveyancer ,ULS,191
617120,15/08/2023,130,13/02/2024,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,13/02/2024,Not Closed,E Conveyancer ,ULS,184
627850,19/09/2023,105,13/02/2024,ULS,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,12/02/2024,Not Closed,E Conveyancer ,ULS,149
628808,21/09/2023,103,13/02/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,147
628836,21/09/2023,103,13/02/2024,Legal Marketing Services,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LMS,LMS,147
629530,22/09/2023,102,13/02/2024,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,12/02/2024,Successfully,Sort Refer,SortRefer,146
655962,23/10/2023,81,13/02/2024,Movin Legal,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,12/02/2024,Not Closed,Movin Legal,Movin Legal,115
658474,27/10/2023,77,13/02/2024,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,111
668157,27/11/2023,56,13/02/2024,Panel: Local Conveyancing Quote,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,LCQ,Local Conveyancing Quote,80
670431,04/12/2023,51,13/02/2024,ULS,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,E Conveyancer ,ULS,73
676748,03/01/2024,29,13/02/2024,,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,06/02/2024,Not Closed,Main Fees,,43
677076,04/01/2024,28,13/02/2024,TM Connect ,Post Completion Team,support9@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,On Hold,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law ,42
678256,09/01/2024,25,13/02/2024,CP Really Moving,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,13/02/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,37
