%,Fee Earner,Case Worker,ID,Start Date
7,BLUE TEAM,BLUE TEAM,719082,08/04/2024
7,BLUE TEAM,BLUE TEAM,719007,08/04/2024
7,BLUE TEAM,BLUE TEAM,718994,08/04/2024
7,BLUE TEAM,BLUE TEAM,718937,08/04/2024
7,BLUE TEAM,BLUE TEAM,718930,08/04/2024
7,BLUE TEAM,BLUE TEAM,718912,08/04/2024
7,BLUE TEAM,BLUE TEAM,718641,08/04/2024
7,BLUE TEAM,BLUE TEAM,718557,08/04/2024
7,BLUE TEAM,BLUE TEAM,718372,05/04/2024
7,BLUE TEAM,BLUE TEAM,718309,05/04/2024
7,BLUE TEAM,BLUE TEAM,718292,05/04/2024
7,BLUE TEAM,BLUE TEAM,718278,05/04/2024
7,BLUE TEAM,BLUE TEAM,718274,05/04/2024
7,BLUE TEAM,BLUE TEAM,718252,05/04/2024
7,BLUE TEAM,BLUE TEAM,718245,05/04/2024
7,BLUE TEAM,BLUE TEAM,718222,05/04/2024
7,BLUE TEAM,BLUE TEAM,718061,05/04/2024
7,BLUE TEAM,BLUE TEAM,718027,05/04/2024
7,BLUE TEAM,BLUE TEAM,717990,05/04/2024
7,BLUE TEAM,BLUE TEAM,717989,05/04/2024
7,BLUE TEAM,BLUE TEAM,717932,05/04/2024
7,BLUE TEAM,BLUE TEAM,717929,05/04/2024
7,BLUE TEAM,BLUE TEAM,717926,05/04/2024
7,BLUE TEAM,BLUE TEAM,717919,05/04/2024
7,BLUE TEAM,BLUE TEAM,717824,04/04/2024
7,BLUE TEAM,BLUE TEAM,717775,04/04/2024
7,BLUE TEAM,BLUE TEAM,717714,04/04/2024
6,BLUE TEAM,BLUE TEAM,717666,04/04/2024
7,BLUE TEAM,BLUE TEAM,717646,04/04/2024
7,BLUE TEAM,BLUE TEAM,717624,04/04/2024
7,BLUE TEAM,BLUE TEAM,717504,04/04/2024
7,BLUE TEAM,BLUE TEAM,717489,04/04/2024
7,BLUE TEAM,BLUE TEAM,717456,04/04/2024
7,BLUE TEAM,BLUE TEAM,717351,04/04/2024
7,BLUE TEAM,BLUE TEAM,717341,04/04/2024
7,BLUE TEAM,BLUE TEAM,717311,04/04/2024
7,BLUE TEAM,BLUE TEAM,717210,03/04/2024
7,BLUE TEAM,BLUE TEAM,717092,03/04/2024
7,BLUE TEAM,BLUE TEAM,717050,03/04/2024
7,BLUE TEAM,BLUE TEAM,716956,03/04/2024
7,BLUE TEAM,BLUE TEAM,716918,03/04/2024
7,BLUE TEAM,BLUE TEAM,716765,03/04/2024
7,BLUE TEAM,BLUE TEAM,716735,03/04/2024
