%,Fee Earner,Case Worker,ID,Start Date
7,BLUE TEAM,BLUE TEAM,671863,07/12/2023
7,BLUE TEAM,BLUE TEAM,671742,07/12/2023
7,BLUE TEAM,BLUE TEAM,671555,06/12/2023
7,BLUE TEAM,BLUE TEAM,671363,06/12/2023
7,BLUE TEAM,BLUE TEAM,671307,06/12/2023
7,BLUE TEAM,BLUE TEAM,671220,05/12/2023
7,BLUE TEAM,BLUE TEAM,671150,05/12/2023
7,BLUE TEAM,BLUE TEAM,671109,05/12/2023
7,BLUE TEAM,BLUE TEAM,670968,05/12/2023
7,BLUE TEAM,BLUE TEAM,670751,04/12/2023
7,BLUE TEAM,BLUE TEAM,670734,04/12/2023
7,BLUE TEAM,BLUE TEAM,670729,04/12/2023
7,BLUE TEAM,BLUE TEAM,670727,04/12/2023
7,BLUE TEAM,BLUE TEAM,670667,04/12/2023
7,BLUE TEAM,BLUE TEAM,670654,04/12/2023
7,BLUE TEAM,BLUE TEAM,670619,04/12/2023
7,BLUE TEAM,BLUE TEAM,670524,04/12/2023
7,BLUE TEAM,BLUE TEAM,670516,04/12/2023
7,BLUE TEAM,BLUE TEAM,670422,04/12/2023
7,BLUE TEAM,BLUE TEAM,670400,04/12/2023
7,BLUE TEAM,BLUE TEAM,670344,01/12/2023
7,BLUE TEAM,BLUE TEAM,670341,01/12/2023
7,BLUE TEAM,BLUE TEAM,670304,01/12/2023
7,BLUE TEAM,BLUE TEAM,670295,01/12/2023
6,BLUE TEAM,BLUE TEAM,670279,01/12/2023
6,BLUE TEAM,BLUE TEAM,670257,01/12/2023
7,BLUE TEAM,BLUE TEAM,670241,01/12/2023
7,BLUE TEAM,BLUE TEAM,670234,01/12/2023
7,BLUE TEAM,BLUE TEAM,670232,01/12/2023
7,BLUE TEAM,BLUE TEAM,670056,01/12/2023
7,BLUE TEAM,BLUE TEAM,670045,01/12/2023
7,BLUE TEAM,BLUE TEAM,669822,30/11/2023
7,BLUE TEAM,BLUE TEAM,669807,30/11/2023
6,BLUE TEAM,BLUE TEAM,669802,30/11/2023
7,BLUE TEAM,BLUE TEAM,669777,30/11/2023
7,BLUE TEAM,BLUE TEAM,669763,30/11/2023
7,BLUE TEAM,BLUE TEAM,669632,30/11/2023
7,BLUE TEAM,BLUE TEAM,669600,30/11/2023
7,BLUE TEAM,BLUE TEAM,669446,29/11/2023
7,BLUE TEAM,BLUE TEAM,669360,29/11/2023
7,BLUE TEAM,BLUE TEAM,669346,29/11/2023
7,BLUE TEAM,BLUE TEAM,669329,29/11/2023
7,BLUE TEAM,BLUE TEAM,669310,29/11/2023
7,BLUE TEAM,BLUE TEAM,669297,29/11/2023
7,BLUE TEAM,BLUE TEAM,669285,29/11/2023
7,BLUE TEAM,BLUE TEAM,669178,29/11/2023
7,BLUE TEAM,BLUE TEAM,669145,29/11/2023
7,BLUE TEAM,BLUE TEAM,669079,29/11/2023
7,BLUE TEAM,BLUE TEAM,669029,29/11/2023
7,BLUE TEAM,BLUE TEAM,668902,28/11/2023
6,BLUE TEAM,BLUE TEAM,668874,28/11/2023
7,BLUE TEAM,BLUE TEAM,668865,28/11/2023
7,BLUE TEAM,BLUE TEAM,668846,28/11/2023
7,BLUE TEAM,BLUE TEAM,668678,28/11/2023
7,BLUE TEAM,BLUE TEAM,668662,28/11/2023
7,BLUE TEAM,BLUE TEAM,668657,28/11/2023
7,BLUE TEAM,BLUE TEAM,668646,28/11/2023
7,BLUE TEAM,BLUE TEAM,668645,28/11/2023
7,BLUE TEAM,BLUE TEAM,668572,28/11/2023
7,BLUE TEAM,BLUE TEAM,668554,28/11/2023
7,BLUE TEAM,BLUE TEAM,668484,27/11/2023
7,BLUE TEAM,BLUE TEAM,668440,27/11/2023
7,BLUE TEAM,BLUE TEAM,668406,27/11/2023
7,BLUE TEAM,BLUE TEAM,668371,27/11/2023
7,BLUE TEAM,BLUE TEAM,668366,27/11/2023
7,BLUE TEAM,BLUE TEAM,668345,27/11/2023
7,BLUE TEAM,BLUE TEAM,668343,27/11/2023
7,BLUE TEAM,BLUE TEAM,668319,27/11/2023
7,BLUE TEAM,BLUE TEAM,667859,24/11/2023
7,BLUE TEAM,BLUE TEAM,667849,24/11/2023
7,BLUE TEAM,BLUE TEAM,667814,24/11/2023
7,BLUE TEAM,BLUE TEAM,667759,24/11/2023
7,BLUE TEAM,BLUE TEAM,667758,24/11/2023
7,BLUE TEAM,BLUE TEAM,667700,24/11/2023
7,BLUE TEAM,BLUE TEAM,667610,24/11/2023
7,BLUE TEAM,BLUE TEAM,667580,24/11/2023
7,BLUE TEAM,BLUE TEAM,667539,24/11/2023
7,BLUE TEAM,BLUE TEAM,667529,24/11/2023
7,BLUE TEAM,BLUE TEAM,667508,24/11/2023
7,BLUE TEAM,BLUE TEAM,667435,23/11/2023
7,BLUE TEAM,BLUE TEAM,667414,23/11/2023
7,BLUE TEAM,BLUE TEAM,667348,23/11/2023
7,BLUE TEAM,BLUE TEAM,667339,23/11/2023
7,BLUE TEAM,BLUE TEAM,667312,23/11/2023
7,BLUE TEAM,BLUE TEAM,667296,23/11/2023
7,BLUE TEAM,BLUE TEAM,667185,23/11/2023
7,BLUE TEAM,BLUE TEAM,667161,23/11/2023
7,BLUE TEAM,BLUE TEAM,667094,23/11/2023
7,BLUE TEAM,BLUE TEAM,667046,22/11/2023
7,BLUE TEAM,BLUE TEAM,667038,22/11/2023
7,BLUE TEAM,BLUE TEAM,667024,22/11/2023
7,BLUE TEAM,BLUE TEAM,667009,22/11/2023
7,BLUE TEAM,BLUE TEAM,666933,22/11/2023
7,BLUE TEAM,BLUE TEAM,666658,22/11/2023
7,BLUE TEAM,BLUE TEAM,666622,22/11/2023
7,BLUE TEAM,BLUE TEAM,666526,21/11/2023
7,BLUE TEAM,BLUE TEAM,666490,21/11/2023
7,BLUE TEAM,BLUE TEAM,666346,21/11/2023
