%,Fee Earner,Case Worker,ID,Start Date
6,BLUE TEAM,BLUE TEAM,676099,28/12/2023
7,BLUE TEAM,BLUE TEAM,676093,28/12/2023
7,BLUE TEAM,BLUE TEAM,676057,27/12/2023
7,BLUE TEAM,BLUE TEAM,676048,27/12/2023
7,BLUE TEAM,BLUE TEAM,675907,22/12/2023
7,BLUE TEAM,BLUE TEAM,675783,21/12/2023
7,BLUE TEAM,BLUE TEAM,675572,21/12/2023
7,BLUE TEAM,BLUE TEAM,675472,20/12/2023
7,BLUE TEAM,BLUE TEAM,675459,20/12/2023
7,BLUE TEAM,BLUE TEAM,675427,20/12/2023
6,BLUE TEAM,BLUE TEAM,675358,20/12/2023
7,BLUE TEAM,BLUE TEAM,675332,20/12/2023
7,BLUE TEAM,BLUE TEAM,675303,20/12/2023
7,BLUE TEAM,BLUE TEAM,675259,20/12/2023
7,BLUE TEAM,BLUE TEAM,675187,20/12/2023
7,BLUE TEAM,BLUE TEAM,675149,20/12/2023
7,BLUE TEAM,BLUE TEAM,675055,19/12/2023
7,BLUE TEAM,BLUE TEAM,674806,19/12/2023
7,BLUE TEAM,BLUE TEAM,674782,19/12/2023
7,BLUE TEAM,BLUE TEAM,674724,19/12/2023
7,BLUE TEAM,BLUE TEAM,674639,18/12/2023
7,BLUE TEAM,BLUE TEAM,674629,18/12/2023
7,BLUE TEAM,BLUE TEAM,674613,18/12/2023
7,BLUE TEAM,BLUE TEAM,674586,18/12/2023
7,BLUE TEAM,BLUE TEAM,674535,18/12/2023
7,BLUE TEAM,BLUE TEAM,674505,18/12/2023
7,BLUE TEAM,BLUE TEAM,674497,18/12/2023
7,BLUE TEAM,BLUE TEAM,674425,18/12/2023
7,BLUE TEAM,BLUE TEAM,674192,15/12/2023
7,BLUE TEAM,BLUE TEAM,674174,15/12/2023
7,BLUE TEAM,BLUE TEAM,674163,15/12/2023
7,BLUE TEAM,BLUE TEAM,674156,15/12/2023
7,BLUE TEAM,BLUE TEAM,674154,15/12/2023
7,BLUE TEAM,BLUE TEAM,674029,15/12/2023
7,BLUE TEAM,BLUE TEAM,674021,15/12/2023
6,BLUE TEAM,BLUE TEAM,673987,15/12/2023
7,BLUE TEAM,BLUE TEAM,673857,14/12/2023
7,BLUE TEAM,BLUE TEAM,673854,14/12/2023
6,BLUE TEAM,BLUE TEAM,673843,14/12/2023
7,BLUE TEAM,BLUE TEAM,673832,14/12/2023
7,BLUE TEAM,BLUE TEAM,673725,14/12/2023
7,BLUE TEAM,BLUE TEAM,673707,14/12/2023
7,BLUE TEAM,BLUE TEAM,673500,13/12/2023
7,BLUE TEAM,BLUE TEAM,673488,13/12/2023
7,BLUE TEAM,BLUE TEAM,673441,13/12/2023
7,BLUE TEAM,BLUE TEAM,673325,13/12/2023
