%,Fee Earner,Case Worker,ID,Start Date
7,BLUE TEAM,BLUE TEAM,762666,31/05/2024
7,BLUE TEAM,BLUE TEAM,761894,30/05/2024
7,BLUE TEAM,BLUE TEAM,761203,29/05/2024
7,BLUE TEAM,BLUE TEAM,761177,29/05/2024
7,BLUE TEAM,BLUE TEAM,761027,28/05/2024
7,BLUE TEAM,BLUE TEAM,760762,28/05/2024
7,BLUE TEAM,BLUE TEAM,760711,28/05/2024
7,BLUE TEAM,BLUE TEAM,760679,28/05/2024
7,BLUE TEAM,BLUE TEAM,760646,28/05/2024
7,BLUE TEAM,BLUE TEAM,760512,28/05/2024
7,BLUE TEAM,BLUE TEAM,759767,23/05/2024
7,BLUE TEAM,BLUE TEAM,759661,23/05/2024
7,BLUE TEAM,BLUE TEAM,759574,23/05/2024
7,BLUE TEAM,BLUE TEAM,759564,23/05/2024
7,BLUE TEAM,BLUE TEAM,759482,23/05/2024
7,BLUE TEAM,BLUE TEAM,759340,23/05/2024
7,BLUE TEAM,BLUE TEAM,759295,23/05/2024
6,BLUE TEAM,BLUE TEAM,759294,23/05/2024
7,BLUE TEAM,BLUE TEAM,759119,22/05/2024
7,BLUE TEAM,BLUE TEAM,758934,22/05/2024
7,BLUE TEAM,BLUE TEAM,758495,21/05/2024
7,BLUE TEAM,BLUE TEAM,758454,21/05/2024
7,BLUE TEAM,BLUE TEAM,758395,21/05/2024
7,BLUE TEAM,BLUE TEAM,758393,21/05/2024
7,BLUE TEAM,BLUE TEAM,758356,21/05/2024
7,BLUE TEAM,BLUE TEAM,758256,21/05/2024
7,BLUE TEAM,BLUE TEAM,758234,21/05/2024
7,BLUE TEAM,BLUE TEAM,758107,21/05/2024
7,BLUE TEAM,BLUE TEAM,757772,20/05/2024
7,BLUE TEAM,BLUE TEAM,757693,20/05/2024
7,BLUE TEAM,BLUE TEAM,757448,20/05/2024
7,BLUE TEAM,BLUE TEAM,757299,18/05/2024
7,BLUE TEAM,BLUE TEAM,757006,17/05/2024
7,BLUE TEAM,BLUE TEAM,756997,17/05/2024
7,BLUE TEAM,BLUE TEAM,756924,17/05/2024
7,BLUE TEAM,BLUE TEAM,756765,17/05/2024
6,BLUE TEAM,BLUE TEAM,756651,16/05/2024
7,BLUE TEAM,BLUE TEAM,756393,16/05/2024
6,BLUE TEAM,BLUE TEAM,756383,16/05/2024
7,BLUE TEAM,BLUE TEAM,755975,15/05/2024
7,BLUE TEAM,BLUE TEAM,755792,15/05/2024
7,BLUE TEAM,BLUE TEAM,755712,15/05/2024
7,BLUE TEAM,BLUE TEAM,755617,15/05/2024
7,BLUE TEAM,BLUE TEAM,755509,14/05/2024
7,BLUE TEAM,BLUE TEAM,755359,14/05/2024
7,BLUE TEAM,BLUE TEAM,755316,14/05/2024
7,BLUE TEAM,BLUE TEAM,755277,14/05/2024
7,BLUE TEAM,BLUE TEAM,755130,14/05/2024
7,BLUE TEAM,BLUE TEAM,754858,13/05/2024
7,BLUE TEAM,BLUE TEAM,754491,13/05/2024
6,BLUE TEAM,BLUE TEAM,754448,13/05/2024
7,BLUE TEAM,BLUE TEAM,754403,13/05/2024
6,BLUE TEAM,BLUE TEAM,754355,13/05/2024
7,BLUE TEAM,BLUE TEAM,754214,10/05/2024
7,BLUE TEAM,BLUE TEAM,754188,10/05/2024
7,BLUE TEAM,BLUE TEAM,754126,10/05/2024
7,BLUE TEAM,BLUE TEAM,754090,10/05/2024
7,BLUE TEAM,BLUE TEAM,753734,10/05/2024
7,BLUE TEAM,BLUE TEAM,753532,09/05/2024
7,BLUE TEAM,BLUE TEAM,753521,09/05/2024
6,BLUE TEAM,BLUE TEAM,753326,09/05/2024
7,BLUE TEAM,BLUE TEAM,753257,09/05/2024
7,BLUE TEAM,BLUE TEAM,752898,08/05/2024
7,BLUE TEAM,BLUE TEAM,751826,03/05/2024
6,BLUE TEAM,BLUE TEAM,751802,03/05/2024
7,BLUE TEAM,BLUE TEAM,751771,03/05/2024
7,BLUE TEAM,BLUE TEAM,751446,03/05/2024
7,BLUE TEAM,BLUE TEAM,751305,02/05/2024
7,BLUE TEAM,BLUE TEAM,750944,02/05/2024
7,BLUE TEAM,BLUE TEAM,733624,01/05/2024
7,BLUE TEAM,BLUE TEAM,733603,01/05/2024
6,BLUE TEAM,BLUE TEAM,733303,01/05/2024
7,BLUE TEAM,BLUE TEAM,733127,30/04/2024
7,BLUE TEAM,BLUE TEAM,733007,30/04/2024
6,BLUE TEAM,BLUE TEAM,732949,30/04/2024
6,BLUE TEAM,BLUE TEAM,732777,30/04/2024
7,BLUE TEAM,BLUE TEAM,732487,29/04/2024
6,BLUE TEAM,BLUE TEAM,732233,29/04/2024
7,BLUE TEAM,BLUE TEAM,732206,29/04/2024
7,BLUE TEAM,BLUE TEAM,732004,29/04/2024
7,BLUE TEAM,BLUE TEAM,731730,26/04/2024
6,BLUE TEAM,BLUE TEAM,731697,26/04/2024
7,BLUE TEAM,BLUE TEAM,731355,26/04/2024
6,BLUE TEAM,BLUE TEAM,731074,25/04/2024
7,BLUE TEAM,BLUE TEAM,730133,24/04/2024
6,BLUE TEAM,BLUE TEAM,730127,24/04/2024
6,BLUE TEAM,BLUE TEAM,730122,24/04/2024
7,BLUE TEAM,BLUE TEAM,730031,23/04/2024
7,BLUE TEAM,BLUE TEAM,729905,23/04/2024
7,BLUE TEAM,BLUE TEAM,729884,23/04/2024
7,BLUE TEAM,BLUE TEAM,729819,23/04/2024
7,BLUE TEAM,BLUE TEAM,729548,23/04/2024
7,BLUE TEAM,BLUE TEAM,729296,22/04/2024
7,BLUE TEAM,BLUE TEAM,729175,22/04/2024
7,BLUE TEAM,BLUE TEAM,723509,18/04/2024
7,BLUE TEAM,BLUE TEAM,722154,16/04/2024
6,BLUE TEAM,BLUE TEAM,720745,11/04/2024
7,BLUE TEAM,BLUE TEAM,716765,03/04/2024
6,BLUE TEAM,BLUE TEAM,712929,21/03/2024
7,BLUE TEAM,BLUE TEAM,703475,14/03/2024
7,BLUE TEAM,BLUE TEAM,697475,28/02/2024
7,BLUE TEAM,BLUE TEAM,696824,27/02/2024
7,BLUE TEAM,BLUE TEAM,690468,12/02/2024
7,BLUE TEAM,BLUE TEAM,667865,24/11/2023
7,BLUE TEAM,BLUE TEAM,591442,06/07/2023
